Geneid_i5k (limma),Treatment_logFC_i5k_Acinetobacter (limma),Treatment_pvalue_i5k_Acinetobacter (limma),Interaction_logFC_i5k_Acinetobacter (limma),Interaction_pvalue_i5k_Acinetobacter (limma),Geneid_Melbourne (limma),Treatment_logFC_Melbourne_Acinetobacter (limma),Treatment_pvalue_Melbourne_Acinetobacter (limma),Interaction_logFC_Melbourne_Acinetobacter (limma),Interaction_pvalue_Melbourne_Acinetobacter (limma)
ref|XM_023438822.1|,0.007701866,0.982997287,0.066850858,0.93338125,KNC24301,-2.91E-02,9.52E-01,1.38E-01,0.8302466
ref|XM_023438823.1|,0.074236627,0.937993762,0.005499596,0.99720841,KNC24302,-2.12E-01,9.52E-01,-9.06E-01,0.579495
ref|XM_023438824.1|,0.104750548,0.937993762,0.196659237,0.737798811,KNC24303,6.02E-02,9.52E-01,-1.08E-01,0.8714154
ref|XM_023438825.1|,-0.157961826,0.937993762,-0.369148246,0.652170924,KNC24304,8.60E-03,9.70E-01,-4.34E-03,0.9943545
ref|XM_023438826.1|,0.084388183,0.937993762,-0.064271857,0.927183057,KNC24305,-8.86E-02,9.52E-01,-6.70E-01,0.6755388
ref|XM_023438827.1|,-0.000770566,0.999112421,-0.544994933,0.677817727,KNC24306,7.83E-03,9.93E-01,-3.98E-02,0.9893477
ref|XM_023438828.1|,0.02120631,0.964894107,0.337194046,0.591546872,KNC24307,-1.15E-01,9.39E-01,2.95E-01,0.5852848
ref|XM_023438829.1|,0.069753684,0.937993762,0.463864519,0.534925283,KNC24308,1.62E-01,9.52E-01,3.44E-01,0.8457285
ref|XM_023438830.1|,-0.028741073,0.937993762,0.234170626,0.587892168,KNC24309,1.31E-01,7.67E-01,3.72E-02,0.9519642
ref|XM_023438831.1|,0.284564733,0.937993762,0.339894888,0.833937577,KNC24310,-7.88E-02,9.52E-01,1.66E-01,0.74089
ref|XM_023438832.1|,0.690083078,0.811932969,0.513697096,0.805077308,KNC24311,8.95E-02,8.05E-01,-7.33E-02,0.8577073
ref|XM_023438833.1|,0.214229002,0.892922507,-0.26254079,0.733652157,KNC24312,1.42E-01,8.92E-01,-3.30E-01,0.579495
ref|XM_023438834.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24313,-2.50E-01,8.10E-01,1.04E-01,0.9443571
ref|XM_023438835.1|,-0.251272535,0.273216782,-0.075670267,0.85199412,KNC24314,4.34E-02,9.52E-01,-1.38E-01,0.6538987
ref|XM_023438836.1|,-0.028005407,0.937993762,0.044845068,0.889719689,KNC24315,4.09E-01,7.08E-01,1.38E-01,0.9252665
ref|XM_023438837.1|,-0.058939566,0.937993762,-0.243832317,0.779247894,KNC24316,-1.66E-01,9.52E-01,3.19E-01,0.9507564
ref|XM_023438838.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24317,8.03E-02,9.52E-01,7.38E-01,0.579495
ref|XM_023438839.1|,0.110634341,0.868634972,0.101344591,0.806348762,KNC24318,-9.18E-02,8.63E-01,-1.46E-02,0.980532
ref|XM_023438840.1|,-0.07748602,0.82158693,-0.015780843,0.957723459,KNC24319,-7.73E-02,8.92E-01,-1.01E-01,0.8014579
ref|XM_023438841.1|,0.066047159,0.888348965,-0.02148323,0.946170195,KNC24320,-3.38E-02,9.52E-01,1.32E-01,0.579495
ref|XM_023438842.1|,0.10676722,0.919837805,-0.212301794,0.534925283,KNC24321,2.47E-01,9.25E-01,4.07E-01,0.7737234
ref|XM_023438843.1|,0.02434714,0.937993762,-0.011431081,0.975087177,KNC24322,-1.06E-01,9.52E-01,3.52E-02,0.9826646
ref|XM_023438844.1|,-0.046089397,0.937993762,0.025162895,0.945475202,KNC24323,1.49E-01,7.90E-01,9.68E-02,0.8924289
ref|XM_023438845.1|,0.078528605,0.937993762,-0.100725211,0.899375617,KNC24324,-2.49E-02,9.73E-01,-3.89E-01,0.773737
ref|XM_023438846.1|,-0.056364635,0.937993762,-0.163863547,0.608745339,KNC24325,-6.20E-04,9.94E-01,-1.22E-02,0.9540587
ref|XM_023438847.1|,0.011644414,0.950713804,-0.188789134,0.534925283,KNC24326,1.49E-01,7.72E-01,-2.08E-01,0.6425287
ref|XM_023438848.1|,0.273624309,0.70098753,-0.041369166,0.949549908,KNC24327,-4.86E-01,7.55E-01,-2.73E-01,0.8918179
ref|XM_023438849.1|,0.572013597,0.810143299,0.254675641,0.903422547,KNC24328,8.67E-02,9.52E-01,-1.28E-01,0.8520947
ref|XM_023438850.1|,-0.038537751,0.937993762,0.011729748,0.985966319,KNC24329,-7.02E-02,9.52E-01,-8.25E-02,0.8970847
ref|XM_023438851.1|,0.157291149,0.788641944,-0.170426512,0.605576485,KNC24330,8.77E-02,8.43E-01,1.39E-02,0.9795338
ref|XM_023438852.1|,0.004810414,0.981982818,-0.238880057,0.534925283,KNC24331,-7.41E-03,9.52E-01,1.09E-01,0.579495
ref|XM_023438853.1|,0.282728215,0.937993762,0.816387984,0.534925283,KNC24332,-9.16E-02,9.52E-01,-1.89E-01,0.8864439
ref|XM_023438854.1|,-0.108654078,0.860213909,0.296758431,0.534925283,KNC24333,2.84E-02,9.52E-01,-1.36E-01,0.8088451
ref|XM_023438855.1|,0.026327774,0.955739603,0.107486763,0.918564803,KNC24334,1.07E-01,8.45E-01,3.29E-02,0.9594242
ref|XM_023438856.1|,0.073320629,0.937993762,-0.151435613,0.822736345,KNC24335,-2.53E-01,9.52E-01,1.01E+00,0.579495
ref|XM_023438857.1|,0.082206776,0.937993762,-0.594387893,0.534925283,KNC24336,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438858.1|,0.013127889,0.960484876,-0.09026407,0.85199412,KNC24337,2.90E-01,9.23E-01,4.39E-01,0.7853276
ref|XM_023438859.1|,-0.194313336,0.937993762,-0.125374746,0.934467593,KNC24338,1.49E-02,9.69E-01,-1.98E-01,0.7476436
ref|XM_023438860.1|,0.01430609,0.937993762,0.190835859,0.534925283,KNC24339,5.28E-02,9.52E-01,-3.85E-03,0.9978811
ref|XM_023438861.1|,-0.022630462,0.937993762,0.096982662,0.651079867,KNC24340,-3.82E-02,9.52E-01,-2.37E-01,0.579495
ref|XM_023438862.1|,0.026320137,0.937993762,-0.088584443,0.870376735,KNC24341,-3.12E-01,8.52E-01,3.66E-02,0.9868951
ref|XM_023438863.1|,-0.112030308,0.937993762,-0.20081005,0.681916851,KNC24342,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438864.1|,-0.131233084,0.794690304,0.113910108,0.723014674,KNC24343,-5.23E-02,9.52E-01,-5.20E-02,0.9361363
ref|XM_023438865.1|,0.091551521,0.937993762,0.3003276,0.534925283,KNC24344,-3.19E-01,8.65E-01,-3.92E-01,0.8001501
ref|XM_023438866.1|,-0.069656728,0.937993762,0.097023024,0.806246953,KNC24345,-2.37E-01,6.26E-01,1.70E-01,0.7034323
ref|XM_023438867.1|,-0.190650177,0.735631808,-0.002389235,0.997880466,KNC24346,5.40E-02,9.52E-01,8.71E-01,0.579495
ref|XM_023438868.1|,-0.257673907,0.900444745,-0.311930075,0.751158098,KNC24347,2.50E-01,7.49E-01,-4.77E-01,0.579495
ref|XM_023438869.1|,0.445504475,0.900444745,-0.238092592,0.920799745,KNC24348,-1.91E-01,6.55E-01,-1.11E-01,0.8054037
ref|XM_023438870.1|,0.138162323,0.937993762,-0.969725601,0.742408979,KNC24349,-1.26E-01,7.49E-01,-4.28E-02,0.9423233
ref|XM_023438871.1|,0.17511529,0.937993762,-0.072246137,0.976717389,KNC24350,1.44E-02,9.69E-01,2.03E-01,0.7266414
ref|XM_023438872.1|,0.127110459,0.937993762,0.460201177,0.835437932,KNC24351,5.73E-02,9.63E-01,1.34E-01,0.9617315
ref|XM_023438873.1|,0.34966309,0.840016147,-0.369316295,0.726847803,KNC24352,3.01E-01,9.52E-01,5.90E-01,0.7676532
ref|XM_023438874.1|,0.343590691,0.937993762,0.66031512,0.817837783,KNC24353,6.50E-02,9.52E-01,3.70E-01,0.8486198
ref|XM_023438875.1|,0.419252408,0.863358489,-0.712542572,0.534925283,KNC24354,-1.29E-01,9.33E-01,-2.10E-02,0.9859154
ref|XM_023438876.1|,0.332209148,0.937993762,-1.124449331,0.534925283,KNC24355,-2.81E-01,7.49E-01,8.22E-02,0.9487143
ref|XM_023438877.1|,0.235487792,0.937993762,0.190691752,0.903422547,KNC24356,-1.36E-02,9.53E-01,-9.14E-02,0.8449847
ref|XM_023438878.1|,0.268598172,0.937993762,0.132389192,0.932329242,KNC24357,3.65E-02,9.52E-01,2.66E-01,0.579495
ref|XM_023438879.1|,0.628788814,0.937993762,-1.254425778,0.690505409,KNC24358,1.06E-01,8.00E-01,2.99E-01,0.579495
ref|XM_023438880.1|,0.338543066,0.937993762,-0.866181235,0.57387181,KNC24359,-1.49E-01,7.16E-01,8.21E-02,0.847103
ref|XM_023438881.1|,0.214401702,0.937993762,0.192526032,0.968826639,KNC24360,-6.27E-02,9.52E-01,3.17E-01,0.579495
ref|XM_023438882.1|,-0.550190522,0.810143299,0.684260194,0.582920468,KNC24361,5.35E-01,7.58E-01,5.18E-01,0.7723774
ref|XM_023438883.1|,-0.103730503,0.95264632,-1.210682749,0.611935068,KNC24362,-1.25E-01,9.52E-01,-5.52E-02,0.9619693
ref|XM_023438884.1|,-0.233939601,0.937993762,0.314303491,0.862761449,KNC24363,6.72E-02,9.52E-01,2.98E-01,0.579495
ref|XM_023438885.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24364,-2.60E-02,9.52E-01,-1.14E-01,0.8639895
ref|XM_023438886.1|,0.443044592,0.937993762,-0.178431551,0.945215901,KNC24365,1.18E-01,9.26E-01,-2.63E-01,0.6271753
ref|XM_023438887.1|,0.046193434,0.937993762,0.0411397,0.951345181,KNC24366,-1.64E-01,7.18E-01,-5.78E-02,0.9355391
ref|XM_023438888.1|,-0.131894085,0.937993762,0.179944609,0.763897876,KNC24367,-2.52E-02,9.52E-01,3.04E-01,0.579495
ref|XM_023438889.1|,-0.856166123,0.871035423,-0.443444823,0.9173792,KNC24368,9.06E-02,9.52E-01,-6.92E-03,0.9946105
ref|XM_023438890.1|,0.29677518,0.937993762,-0.627358222,0.844442644,KNC24369,-1.12E-01,8.44E-01,1.55E-02,0.9826646
ref|XM_023438891.1|,-1.75601293,0.730032082,-2.817311371,0.534925283,KNC24370,-8.37E-02,9.52E-01,-6.39E-02,0.9826646
ref|XM_023438892.1|,0.147734743,0.937993762,0.008014181,0.995756944,KNC24371,8.49E-02,9.52E-01,-2.28E-01,0.7440923
ref|XM_023438893.1|,0.665823985,0.752606928,0.064072112,0.976992313,KNC24372,-1.25E-01,6.26E-01,1.00E-01,0.6494537
ref|XM_023438894.1|,-0.109842238,0.929450696,0.177776448,0.665551818,KNC24373,8.65E-02,9.52E-01,1.90E-01,0.9284559
ref|XM_023438895.1|,-0.806168343,0.894831513,0.927927338,0.764339068,KNC24374,-1.18E-01,7.68E-01,-6.07E-02,0.9131209
ref|XM_023438896.1|,0.36637283,0.806240052,-0.04213902,0.975744193,KNC24375,1.28E-01,7.58E-01,9.38E-03,0.9899639
ref|XM_023438897.1|,0.11409398,0.787610628,0.123512508,0.608065148,KNC24376,-1.09E-01,8.66E-01,2.47E-02,0.9721788
ref|XM_023438898.1|,0.017902048,0.96628739,0.075024215,0.93178903,KNC24377,-8.37E-02,9.52E-01,-3.94E-01,0.6723481
ref|XM_023438899.1|,0.02527263,0.937993762,-0.178565403,0.534925283,KNC24378,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438900.1|,-0.856238608,0.68869966,-0.850647753,0.534925283,KNC24379,-5.56E-02,9.52E-01,-5.54E-02,0.9611048
ref|XM_023438901.1|,-0.144712102,0.79198166,0.055736669,0.91119088,KNC24380,8.22E-02,9.52E-01,-6.57E-02,0.9402529
ref|XM_023438902.1|,0.28026416,0.752606928,0.32790363,0.534925283,KNC24381,-6.12E-02,9.52E-01,-2.69E-01,0.9031747
ref|XM_023438903.1|,-0.223281353,0.937993762,-0.138067942,0.92184594,KNC24382,1.92E-01,9.52E-01,7.02E-02,0.9775171
ref|XM_023438904.1|,0.109422402,0.837309077,0.13027726,0.672713505,KNC24383,-2.48E-01,9.52E-01,-7.04E-01,0.6773214
ref|XM_023438905.1|,0.226410276,0.797470747,-0.230226542,0.666555583,KNC24384,7.11E-02,9.52E-01,-3.78E-01,0.7543396
ref|XM_023438906.1|,0.031156959,0.952759364,0.1668464,0.874217396,KNC24385,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438907.1|,0.043784837,0.963187921,0.346683478,0.834230556,KNC24386,2.78E-01,7.49E-01,-2.03E-01,0.8321306
ref|XM_023438908.1|,0.152888304,0.937993762,0.178046758,0.840643373,KNC24387,9.62E-02,9.52E-01,-3.14E-01,0.6377553
ref|XM_023438909.1|,0.010789676,0.992340865,-1.052979024,0.534925283,KNC24388,2.05E-02,9.52E-01,-1.77E-01,0.579495
ref|XM_023438910.1|,0.213343538,0.937993762,0.514005074,0.609165318,KNC24389,-1.80E-02,9.52E-01,9.92E-03,0.9872587
ref|XM_023438911.1|,-0.012550884,0.973361537,0.219744373,0.665551818,KNC24390,-7.37E-02,9.52E-01,1.08E-01,0.8302466
ref|XM_023438912.1|,0.158347778,0.765219408,-0.05441829,0.918702024,KNC24391,-4.37E-03,9.83E-01,1.54E-01,0.6755881
ref|XM_023438913.1|,0.071535441,0.937993762,-0.04440538,0.954611841,KNC24392,1.32E-01,9.39E-01,9.73E-02,0.9400994
ref|XM_023438914.1|,0.195107119,0.937993762,0.379337839,0.681835848,KNC24393,-8.89E-01,6.26E-01,1.57E-01,0.9506821
ref|XM_023438915.1|,0.117851712,0.937993762,-0.323159614,0.568648681,KNC24394,-3.55E-02,9.52E-01,-1.42E-01,0.7809038
ref|XM_023438916.1|,-0.161167744,0.870647149,0.348027304,0.534925283,KNC24395,-1.47E-03,9.96E-01,5.36E-03,0.9961466
ref|XM_023438917.1|,0.005742323,0.989136087,-0.038074789,0.97026997,KNC24396,-2.40E-02,9.52E-01,7.52E-02,0.9079698
ref|XM_023438918.1|,0.122020285,0.937993762,-0.572712867,0.534925283,KNC24397,-9.79E-03,9.52E-01,9.65E-03,0.9795338
ref|XM_023438919.1|,0.059053862,0.957582943,-0.386398731,0.844663824,KNC24398,2.32E-02,9.52E-01,2.03E-02,0.9566702
ref|XM_023438920.1|,0.013563052,0.946040088,0.059227523,0.889719689,KNC24399,-4.42E-02,9.52E-01,-9.08E-02,0.8896815
ref|XM_023438921.1|,0.183044978,0.811932969,-0.350987177,0.534925283,KNC24400,-3.26E-02,9.52E-01,-3.31E-01,0.579495
ref|XM_023438922.1|,0.089461387,0.797470747,-0.281372749,0.534925283,KNC24401,-3.14E-02,9.52E-01,5.75E-03,0.9904201
ref|XM_023438923.1|,0.082669248,0.937993762,0.303040383,0.900062613,KNC24402,7.63E-02,8.99E-01,-1.90E-01,0.579495
ref|XM_023438924.1|,0.039714657,0.964869919,-0.84526912,0.534925283,KNC24403,-3.76E-02,9.52E-01,1.22E-01,0.7363299
ref|XM_023438925.1|,0.714626399,0.820554971,-1.067154645,0.534925283,KNC24404,-5.85E-02,9.53E-01,-7.56E-01,0.5877227
ref|XM_023438926.1|,0.317193215,0.937993762,0.642482778,0.788517571,KNC24405,8.65E-02,9.52E-01,-4.85E-02,0.9500585
ref|XM_023438927.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24406,5.91E-03,9.91E-01,3.66E-02,0.980154
ref|XM_023438928.1|,0.349099281,0.937993762,-0.644477847,0.713394844,KNC24407,2.88E-02,9.73E-01,2.48E-01,0.9107156
ref|XM_023438929.1|,0.015945244,0.981429599,-0.071201592,0.963378329,KNC24408,-5.00E-02,9.52E-01,5.44E-02,0.9374304
ref|XM_023438930.1|,-0.222761044,0.860213909,0.146224718,0.873017675,KNC24409,1.20E-01,8.18E-01,1.38E-01,0.7813767
ref|XM_023438931.1|,0.186953596,0.937993762,-0.119221898,0.957125057,KNC24410,1.30E-01,7.68E-01,-1.89E-01,0.5928096
ref|XM_023438932.1|,-0.048996044,0.969766859,1.861011133,0.534925283,KNC24411,1.50E-01,9.52E-01,7.19E-02,0.9594242
ref|XM_023438933.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24412,1.21E-03,9.98E-01,2.38E-02,0.9861947
ref|XM_023438934.1|,-0.233085818,0.937993762,-0.355143737,0.731949287,KNC24413,1.41E-01,7.58E-01,-1.32E-01,0.7755441
ref|XM_023438935.1|,0.135566274,0.937993762,-0.857706648,0.534925283,KNC24414,-2.50E-01,8.53E-01,-5.74E-01,0.579495
ref|XM_023438936.1|,-0.075090388,0.937993762,-0.042097937,0.93036563,KNC24415,9.81E-02,9.52E-01,4.41E-01,0.7879283
ref|XM_023438937.1|,-0.122918911,0.937993762,-0.01501873,0.987995204,KNC24416,2.60E-02,9.52E-01,1.89E-01,0.7857618
ref|XM_023438938.1|,0.084538445,0.937993762,-0.063947165,0.928343957,KNC24417,2.50E-01,7.27E-01,-4.89E-01,0.579495
ref|XM_023438939.1|,-0.009811581,0.983340786,0.389268083,0.534925283,KNC24418,-5.75E-02,9.52E-01,-2.39E-01,0.922667
ref|XM_023438940.1|,0.114557107,0.937993762,-0.391599163,0.534925283,KNC24419,5.97E-02,9.16E-01,-1.15E-01,0.6763227
ref|XM_023438941.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24420,2.02E-01,9.52E-01,-5.12E-01,0.8027324
ref|XM_023438942.1|,-0.278416311,0.937993762,-0.128012164,0.941508548,KNC24421,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438943.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24422,3.52E-04,9.98E-01,-3.34E-02,0.9192205
ref|XM_023438944.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24423,1.13E-01,9.52E-01,1.56E-01,0.8810218
ref|XM_023438945.1|,-0.119793374,0.937993762,0.135020429,0.840605688,KNC24424,-6.67E-03,9.80E-01,2.00E-01,0.6535536
ref|XM_023438946.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24425,4.57E-03,9.96E-01,-3.30E-01,0.8851962
ref|XM_023438947.1|,-0.071610178,0.937993762,0.118531238,0.931932589,KNC24426,1.33E-02,9.72E-01,6.39E-02,0.9443571
ref|XM_023438948.1|,0.23241337,0.937993762,-0.191602053,0.884898601,KNC24427,9.43E-04,9.99E-01,1.95E-01,0.9500585
ref|XM_023438949.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24428,8.89E-03,9.69E-01,-3.11E-01,0.579495
ref|XM_023438950.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24429,7.05E-03,9.92E-01,7.20E-01,0.579495
ref|XM_023438951.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24430,-8.32E-02,9.52E-01,1.10E-01,0.8931135
ref|XM_023438952.1|,-0.41294907,0.937993762,0.623576838,0.751339821,KNC24431,4.61E-03,9.86E-01,1.47E-02,0.9854427
ref|XM_023438953.1|,-0.186841029,0.937993762,0.632274733,0.534925283,KNC24432,1.10E-01,7.69E-01,-2.14E-01,0.579495
ref|XM_023438954.1|,-0.081032383,0.937993762,-0.117583773,0.846972655,KNC24433,-1.94E-02,9.52E-01,-1.30E-01,0.579495
ref|XM_023438955.1|,-0.065780664,0.937993762,0.6113554,0.534925283,KNC24434,9.13E-02,9.52E-01,1.05E-01,0.9423233
ref|XM_023438956.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24435,-1.20E-01,7.95E-01,4.49E-02,0.9445622
ref|XM_023438957.1|,-0.179133376,0.937993762,-0.773184227,0.585872529,KNC24436,-1.05E-01,8.38E-01,1.83E-02,0.9765958
ref|XM_023438958.1|,-0.105327085,0.895928814,-0.126638254,0.74748702,KNC24437,-2.96E-02,9.81E-01,1.42E+00,0.579495
ref|XM_023438959.1|,-0.097581607,0.937993762,-0.165325436,0.774283857,KNC24438,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438960.1|,1.151562038,0.71587024,-0.65812263,0.779731256,KNC24439,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438961.1|,-0.097765829,0.937993762,0.031425867,0.987995204,KNC24440,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438962.1|,-0.178455303,0.937993762,-0.248148223,0.900465466,KNC24441,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438963.1|,0.505040803,0.937993762,0.794899688,0.686199559,KNC24442,2.35E-01,7.27E-01,-3.17E-02,0.9733486
ref|XM_023438964.1|,0.814230852,0.752606928,0.898994025,0.55122466,KNC24443,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438965.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24444,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438966.1|,-0.671096642,0.748944719,0.386064441,0.808182791,KNC24445,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438967.1|,-0.2772832,0.752606928,0.007830267,0.995598073,KNC24446,8.38E-03,9.88E-01,-3.15E-01,0.7621842
ref|XM_023438968.1|,0.022017239,0.95694392,-0.249877837,0.663168017,KNC24447,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438969.1|,0.192784017,0.860213909,-0.409536906,0.534925283,KNC24448,-5.05E-02,9.52E-01,-6.53E-02,0.9420748
ref|XM_023438970.1|,0.025946475,0.976006646,0.058037811,0.976521333,KNC24449,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438971.1|,0.159216672,0.937993762,-0.282963303,0.866295161,KNC24450,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438972.1|,0.109618055,0.937993762,-0.006311818,0.996308468,KNC24451,-1.20E-01,9.50E-01,-1.97E-01,0.798621
ref|XM_023438973.1|,0.07371223,0.937993762,0.627061087,0.534925283,KNC24452,6.32E-02,9.52E-01,-1.22E-01,0.819813
ref|XM_023438974.1|,0.021601717,0.974451109,-0.728994911,0.534925283,KNC24453,-7.74E-02,9.52E-01,5.99E-02,0.9800992
ref|XM_023438975.1|,0.081712053,0.937993762,-0.32581166,0.534925283,KNC24454,7.76E-02,9.52E-01,-1.47E-01,0.8577397
ref|XM_023438976.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24455,-2.76E-01,7.16E-01,7.71E-02,0.9423233
ref|XM_023438977.1|,-0.167791612,0.862261534,0.221952758,0.670795884,KNC24456,1.19E-01,9.52E-01,-1.47E-01,0.9517109
ref|XM_023438978.1|,0.186668873,0.937993762,0.121702001,0.921584939,KNC24457,-8.66E-03,9.78E-01,2.32E-01,0.638273
ref|XM_023438979.1|,0.381793746,0.937993762,1.170544631,0.621801623,KNC24458,-1.28E-02,9.58E-01,1.24E-02,0.9843707
ref|XM_023438980.1|,0.028055512,0.958194554,-0.400312077,0.550918255,KNC24459,-5.21E-01,7.72E-01,2.44E-02,0.9936383
ref|XM_023438981.1|,-0.263723056,0.937993762,0.528716464,0.828926521,KNC24460,1.17E-01,9.52E-01,1.34E-01,0.8896815
ref|XM_023438982.1|,0.150907625,0.937993762,-0.431700954,0.629321675,KNC24461,-1.87E-01,8.16E-01,3.22E-01,0.5945711
ref|XM_023438983.1|,0.102951846,0.937993762,1.093020903,0.534925283,KNC24462,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438984.1|,-0.152967535,0.937993762,-0.814881186,0.791050018,KNC24463,6.92E-02,9.25E-01,-2.43E-02,0.9627695
ref|XM_023438985.1|,-0.063738525,0.937993762,-0.640277405,0.580221199,KNC24464,-3.52E-01,8.07E-01,6.26E-01,0.579495
ref|XM_023438986.1|,-0.014244867,0.978987246,0.011432616,0.995556678,KNC24465,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023438987.1|,0.050270807,0.937993762,0.268569602,0.580254361,KNC24466,3.64E-02,9.73E-01,-4.60E-01,0.797487
ref|XM_023438988.1|,-0.138029143,0.937993762,0.620995796,0.534925283,KNC24467,-1.24E-01,9.52E-01,-4.48E-01,0.6650353
ref|XM_023438989.1|,-0.093809849,0.937993762,0.13928589,0.899347638,KNC24468,3.82E-02,9.52E-01,4.99E-01,0.579495
ref|XM_023438990.1|,0.053898219,0.937993762,-0.267713205,0.711672662,KNC24469,-6.45E-02,9.52E-01,-3.75E-03,0.9965684
ref|XM_023438991.1|,0.012151502,0.981982818,0.492859476,0.534925283,KNC24470,4.67E-02,9.52E-01,-3.69E-01,0.579495
ref|XM_023438992.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24471,8.86E-02,9.52E-01,1.68E-01,0.8414286
ref|XM_023438993.1|,-0.183902366,0.907296757,-0.0577698,0.950301873,KNC24472,6.27E-02,9.52E-01,2.44E-02,0.9719958
ref|XM_023438994.1|,0.153082652,0.937993762,-0.266233156,0.665551818,KNC24473,4.79E-02,9.52E-01,-2.04E-01,0.579495
ref|XM_023438995.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24474,-6.35E-02,9.52E-01,1.50E-01,0.6680366
ref|XM_023438996.1|,0.183828852,0.937993762,-0.080019086,0.968587798,KNC24475,1.79E-01,9.52E-01,-2.05E-01,0.89417
ref|XM_023438997.1|,0.16411854,0.748944719,0.159542828,0.599713769,KNC24476,1.41E-01,9.52E-01,5.13E-02,0.9698162
ref|XM_023438998.1|,-0.800444866,0.748944719,-1.217991737,0.534925283,KNC24477,3.32E-01,8.15E-01,1.18E-01,0.9500585
ref|XM_023438999.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24478,-6.76E-02,9.52E-01,-1.28E-01,0.8916311
ref|XM_023439000.1|,0.128512249,0.937993762,-0.090239702,0.91275917,KNC24479,1.30E-01,9.52E-01,-3.94E-01,0.8485751
ref|XM_023439001.1|,0.116293924,0.937993762,-0.122436158,0.910383796,KNC24480,1.19E-01,9.52E-01,-8.41E-01,0.579495
ref|XM_023439002.1|,0.079867648,0.937993762,0.198574469,0.759194963,KNC24481,-2.89E-01,6.62E-01,3.78E-01,0.579495
ref|XM_023439003.1|,0.017796107,0.978841076,-0.01954017,0.992367394,KNC24482,-4.06E-02,9.52E-01,-1.76E-02,0.9778761
ref|XM_023439004.1|,-0.018955009,0.937993762,-0.0427854,0.89754681,KNC24483,2.62E-01,7.69E-01,4.37E-02,0.9728874
ref|XM_023439005.1|,0.135653699,0.937993762,-0.147674214,0.91810008,KNC24484,-6.88E-02,9.52E-01,-2.81E-01,0.8061115
ref|XM_023439006.1|,0.387755162,0.923257087,-0.675472809,0.631060561,KNC24485,6.39E-01,6.23E-01,7.31E-02,0.9652672
ref|XM_023439007.1|,0.265571834,0.764722273,0.428270992,0.534925283,KNC24486,2.82E-01,9.26E-01,6.26E-01,0.6309827
ref|XM_023439008.1|,0.085442106,0.937993762,-0.065096574,0.952051532,KNC24487,1.54E-02,9.52E-01,-1.98E-01,0.579495
ref|XM_023439009.1|,0.167103645,0.937993762,0.144612943,0.905145307,KNC24488,-6.54E-02,9.52E-01,-7.05E-01,0.579495
ref|XM_023439010.1|,0.017789583,0.937993762,-0.196576073,0.534925283,KNC24489,2.02E-01,9.52E-01,-1.27E+00,0.579495
ref|XM_023439011.1|,0.332250582,0.745105187,-0.191902418,0.79592408,KNC24490,2.95E-01,7.16E-01,-2.57E-01,0.6943313
ref|XM_023439012.1|,0.047296091,0.937993762,-0.20158085,0.534925283,KNC24491,1.06E-01,8.60E-01,-4.77E-02,0.9445622
ref|XM_023439013.1|,-0.132762254,0.855334049,-0.087052308,0.869270336,KNC24492,-3.99E-02,9.52E-01,-1.26E-01,0.7737234
