Geneid_i5k (limma),Treatment_logFC_i5k_Acinetobacter (limma),Treatment_pvalue_i5k_Acinetobacter (limma),Interaction_logFC_i5k_Acinetobacter (limma),Interaction_pvalue_i5k_Acinetobacter (limma),Geneid_Melbourne (limma),Treatment_logFC_Melbourne_Acinetobacter (limma),Treatment_pvalue_Melbourne_Acinetobacter (limma),Interaction_logFC_Melbourne_Acinetobacter (limma),Interaction_pvalue_Melbourne_Acinetobacter (limma)
ref|XM_023451303.1|,-0.016755772,0.986545534,0.944928464,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451304.1|,-0.088009843,0.937993762,0.087172826,0.872043484,NA,NA,NA,NA,NA
ref|XM_023451305.1|,-0.086430126,0.937993762,-0.116595881,0.920644288,NA,NA,NA,NA,NA
ref|XM_023451306.1|,0.228867698,0.928779636,0.687432609,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451307.1|,-0.237270832,0.937993762,0.670420412,0.918564803,NA,NA,NA,NA,NA
ref|XM_023451308.1|,0.127443445,0.937993762,-0.014750032,0.988209508,NA,NA,NA,NA,NA
ref|XM_023451309.1|,-0.103657387,0.937993762,-0.548302881,0.724909364,NA,NA,NA,NA,NA
ref|XM_023451310.1|,0.117897783,0.937993762,-0.069156003,0.947971306,NA,NA,NA,NA,NA
ref|XM_023451311.1|,-0.020222883,0.948658176,-0.069564071,0.922053822,NA,NA,NA,NA,NA
ref|XM_023451312.1|,0.175735416,0.764722273,-0.146050528,0.707856454,NA,NA,NA,NA,NA
ref|XM_023451313.1|,0.297083777,0.797470747,-0.398970884,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451314.1|,0.033284308,0.937993762,0.311954322,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451315.1|,0.231683926,0.794690304,-0.146515501,0.818719788,NA,NA,NA,NA,NA
ref|XM_023451316.1|,0.552753306,0.713541446,-0.004792885,0.998144719,NA,NA,NA,NA,NA
ref|XM_023451317.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451318.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451319.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451320.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451321.1|,-0.014832925,0.987186846,0.846199535,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451322.1|,-0.151858594,0.937993762,0.639088821,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451323.1|,-0.018635264,0.989808149,0.423474673,0.902635458,NA,NA,NA,NA,NA
ref|XM_023451324.1|,-0.174807259,0.937993762,-0.257075134,0.740532234,NA,NA,NA,NA,NA
ref|XM_023451325.1|,0.13194754,0.937993762,0.844770709,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451326.1|,0.233582484,0.937993762,0.145384643,0.93178903,NA,NA,NA,NA,NA
ref|XM_023451327.1|,-0.244608605,0.937993762,0.02222665,0.994443832,NA,NA,NA,NA,NA
ref|XM_023451328.1|,-0.692251828,0.919951062,-0.871657151,0.756371503,NA,NA,NA,NA,NA
ref|XM_023451329.1|,0.010778685,0.988505216,-0.632168995,0.545600308,NA,NA,NA,NA,NA
ref|XM_023451330.1|,0.417474197,0.937993762,-0.753657451,0.633454156,NA,NA,NA,NA,NA
ref|XM_023451331.1|,0.268396382,0.937993762,-0.153323007,0.927282676,NA,NA,NA,NA,NA
ref|XM_023451332.1|,-0.082736206,0.937993762,0.657089865,0.6976196,NA,NA,NA,NA,NA
ref|XM_023451333.1|,0.438077579,0.894831513,1.187674102,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451334.1|,0.194137809,0.85050565,0.268316203,0.619052031,NA,NA,NA,NA,NA
ref|XM_023451335.1|,-0.619053323,0.815003402,0.170266121,0.943087824,NA,NA,NA,NA,NA
ref|XM_023451336.1|,0.196485067,0.937993762,0.63898823,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451337.1|,-0.037936094,0.937993762,0.137048972,0.872054217,NA,NA,NA,NA,NA
ref|XM_023451338.1|,0.051452175,0.937993762,0.530240333,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451339.1|,-0.038934023,0.937993762,0.049179816,0.930532625,NA,NA,NA,NA,NA
ref|XM_023451340.1|,-0.136532855,0.86896542,-0.112095363,0.83534048,NA,NA,NA,NA,NA
ref|XM_023451341.1|,0.115979834,0.937993762,0.056165166,0.939216612,NA,NA,NA,NA,NA
ref|XM_023451342.1|,0.073852772,0.937993762,0.22099943,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451343.1|,0.018735569,0.964181133,-0.078853706,0.929256087,NA,NA,NA,NA,NA
ref|XM_023451344.1|,0.040575304,0.937993762,-0.239122044,0.549120401,NA,NA,NA,NA,NA
ref|XM_023451345.1|,-0.03423612,0.937993762,0.017252004,0.954716025,NA,NA,NA,NA,NA
ref|XM_023451346.1|,0.082890846,0.937993762,-0.170672692,0.750301892,NA,NA,NA,NA,NA
ref|XM_023451347.1|,-0.187673752,0.910962502,0.497420688,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451348.1|,-0.081567606,0.937993762,0.136954016,0.841074493,NA,NA,NA,NA,NA
ref|XM_023451349.1|,0.080549155,0.937993762,0.091542971,0.842584551,NA,NA,NA,NA,NA
ref|XM_023451350.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451351.1|,-0.090891403,0.937993762,0.233222735,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451352.1|,0.317672226,0.937993762,-0.010355509,0.997861721,NA,NA,NA,NA,NA
ref|XM_023451353.1|,0.078484559,0.937993762,0.067405087,0.964630385,NA,NA,NA,NA,NA
ref|XM_023451354.1|,0.018978815,0.960484876,0.068876594,0.930605268,NA,NA,NA,NA,NA
ref|XM_023451355.1|,-0.073589722,0.929401602,-0.170084522,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451356.1|,0.103477825,0.937993762,0.180021103,0.679249321,NA,NA,NA,NA,NA
ref|XM_023451357.1|,-0.025101306,0.937993762,0.125232218,0.791977063,NA,NA,NA,NA,NA
ref|XM_023451358.1|,-0.137750892,0.824777648,0.297884259,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451359.1|,0.053213203,0.937993762,-0.334454854,0.603978713,NA,NA,NA,NA,NA
ref|XM_023451360.1|,0.345885139,0.829305398,-0.330763552,0.756985505,NA,NA,NA,NA,NA
ref|XM_023451361.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451362.1|,-0.100349166,0.937993762,0.689151168,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451363.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451364.1|,-0.086001844,0.937993762,0.138591292,0.880769088,NA,NA,NA,NA,NA
ref|XM_023451365.1|,0.559516231,0.82158693,0.851015465,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451366.1|,-0.06304098,0.937993762,0.054775488,0.890891107,NA,NA,NA,NA,NA
ref|XM_023451367.1|,-0.051607748,0.937993762,0.151542794,0.711221074,NA,NA,NA,NA,NA
ref|XM_023451368.1|,0.062691788,0.937993762,0.125874539,0.696374788,NA,NA,NA,NA,NA
ref|XM_023451369.1|,0.009512602,0.991829606,0.52562533,0.759738971,NA,NA,NA,NA,NA
ref|XM_023451370.1|,0.059865781,0.943431756,1.116463074,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451371.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451372.1|,0.03391666,0.937993762,0.156920815,0.607496006,NA,NA,NA,NA,NA
ref|XM_023451373.1|,0.155550876,0.864939788,-0.086772889,0.903283243,NA,NA,NA,NA,NA
ref|XM_023451374.1|,-0.07666898,0.937993762,-0.218303427,0.65492145,NA,NA,NA,NA,NA
ref|XM_023451375.1|,-0.06410043,0.937993762,-0.01061296,0.993940176,NA,NA,NA,NA,NA
ref|XM_023451376.1|,0.230301575,0.810143299,-0.034711763,0.967784183,NA,NA,NA,NA,NA
ref|XM_023451377.1|,0.115253938,0.937993762,0.464062927,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451378.1|,-0.581824066,0.937993762,-1.439578764,0.578352092,NA,NA,NA,NA,NA
ref|XM_023451379.1|,-0.115701223,0.815003402,-0.10180809,0.763169045,NA,NA,NA,NA,NA
ref|XM_023451380.1|,-0.079217059,0.937993762,0.028659485,0.955188132,NA,NA,NA,NA,NA
ref|XM_023451381.1|,-0.628481483,0.761989566,0.160265593,0.934467593,NA,NA,NA,NA,NA
ref|XM_023451382.1|,-0.023488234,0.937993762,0.034788725,0.917693403,NA,NA,NA,NA,NA
ref|XM_023451383.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451384.1|,0.118942347,0.929401602,-0.122842689,0.82105751,NA,NA,NA,NA,NA
ref|XM_023451385.1|,0.008782385,0.984881884,-0.417571792,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451386.1|,0.126644967,0.892922507,-0.212734915,0.586721818,NA,NA,NA,NA,NA
ref|XM_023451387.1|,0.178420067,0.937993762,0.108894905,0.929569713,NA,NA,NA,NA,NA
ref|XM_023451388.1|,-0.826970315,0.937993762,-1.510130907,0.733652157,NA,NA,NA,NA,NA
ref|XM_023451389.1|,-0.012914942,0.967630891,-0.193277381,0.665649147,NA,NA,NA,NA,NA
ref|XM_023451390.1|,-0.114223471,0.854880574,-0.083040807,0.847058401,NA,NA,NA,NA,NA
ref|XM_023451391.1|,-0.218107151,0.85050565,0.257750424,0.69444369,NA,NA,NA,NA,NA
ref|XM_023451392.1|,0.887691105,0.811932969,-0.406506686,0.902232372,NA,NA,NA,NA,NA
ref|XM_023451393.1|,-0.101389853,0.937993762,-0.064678051,0.928844464,NA,NA,NA,NA,NA
ref|XM_023451394.1|,-0.244144854,0.734801349,0.10614652,0.857785636,NA,NA,NA,NA,NA
ref|XM_023451395.1|,-0.20287732,0.752606928,0.01295771,0.986047841,NA,NA,NA,NA,NA
ref|XM_023451396.1|,-0.192642401,0.937993762,-0.040796421,0.975105133,NA,NA,NA,NA,NA
ref|XM_023451397.1|,-0.009032738,0.975002439,0.009278931,0.991152503,NA,NA,NA,NA,NA
ref|XM_023451398.1|,0.013645201,0.960782789,0.225149375,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451399.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451400.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451401.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451402.1|,0.007412754,0.978841076,0.048801039,0.935477801,NA,NA,NA,NA,NA
ref|XM_023451403.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451404.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451405.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451406.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451407.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451408.1|,0.098448736,0.937993762,-0.371528605,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451409.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451410.1|,0.112508944,0.926876781,0.201666695,0.608262327,NA,NA,NA,NA,NA
ref|XM_023451411.1|,0.020587834,0.981112748,0.229288305,0.91067183,NA,NA,NA,NA,NA
ref|XM_023451412.1|,0.008922305,0.975002439,0.175317735,0.676665885,NA,NA,NA,NA,NA
ref|XM_023451413.1|,-0.245003611,0.937993762,-0.453271,0.613518808,NA,NA,NA,NA,NA
ref|XM_023451414.1|,-0.177982815,0.815003402,-0.250855963,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451415.1|,0.237294198,0.937993762,-0.052297207,0.994217006,NA,NA,NA,NA,NA
ref|XM_023451416.1|,0.009038677,0.952274977,0.140296604,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451417.1|,-0.06955803,0.937993762,0.779977402,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451418.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451419.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451420.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451421.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451422.1|,0.008035504,0.989808149,0.361252964,0.747234585,NA,NA,NA,NA,NA
ref|XM_023451423.1|,0.047718562,0.937993762,0.137780922,0.738629553,NA,NA,NA,NA,NA
ref|XM_023451424.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451425.1|,0.004396585,0.984881884,0.213564698,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451426.1|,-0.219922435,0.894831513,-0.646835915,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451427.1|,0.001891843,0.992709001,0.139362257,0.727449541,NA,NA,NA,NA,NA
ref|XM_023451428.1|,-0.189982955,0.816264174,0.349346796,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451429.1|,-0.080532925,0.937993762,-0.0073198,0.994443832,NA,NA,NA,NA,NA
ref|XM_023451430.1|,0.55674293,0.937993762,-0.321141427,0.940439276,NA,NA,NA,NA,NA
ref|XM_023451431.1|,0.494773581,0.79198166,-0.006211977,0.998144719,NA,NA,NA,NA,NA
ref|XM_023451432.1|,0.00292575,0.986545534,0.158258087,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451433.1|,-0.076161117,0.919879968,-0.092753973,0.764107163,NA,NA,NA,NA,NA
ref|XM_023451434.1|,-0.243137923,0.937993762,0.841494761,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451435.1|,-0.773790064,0.748944719,0.1636338,0.943477999,NA,NA,NA,NA,NA
ref|XM_023451436.1|,0.291617987,0.937993762,0.635915811,0.860163296,NA,NA,NA,NA,NA
ref|XM_023451437.1|,0.208890287,0.897129167,-0.211353135,0.801144363,NA,NA,NA,NA,NA
ref|XM_023451438.1|,-0.085923955,0.937993762,0.518488199,0.705293376,NA,NA,NA,NA,NA
ref|XM_023451439.1|,0.125707289,0.936498049,0.09056644,0.895722258,NA,NA,NA,NA,NA
ref|XM_023451440.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451441.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451442.1|,-0.115762276,0.747793103,0.020757887,0.949549908,NA,NA,NA,NA,NA
ref|XM_023451443.1|,-0.116827912,0.860213909,0.330561754,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451444.1|,0.069819837,0.937993762,0.146568514,0.708964571,NA,NA,NA,NA,NA
ref|XM_023451445.1|,-0.005754583,0.987754267,0.291011712,0.607585178,NA,NA,NA,NA,NA
ref|XM_023451446.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451447.1|,-0.085185982,0.937993762,-0.159667043,0.763169045,NA,NA,NA,NA,NA
ref|XM_023451448.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451449.1|,-0.300452553,0.937993762,0.201039584,0.921887728,NA,NA,NA,NA,NA
ref|XM_023451450.1|,-0.05061161,0.937993762,-0.040670208,0.918564803,NA,NA,NA,NA,NA
ref|XM_023451451.1|,0.127015307,0.937993762,0.662940494,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451452.1|,0.017051493,0.937993762,-0.010382899,0.970567652,NA,NA,NA,NA,NA
ref|XM_023451453.1|,0.048860589,0.937993762,-0.137185093,0.910383796,NA,NA,NA,NA,NA
ref|XM_023451454.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451455.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451456.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451457.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451458.1|,-0.032161854,0.937993762,-0.165364963,0.610745354,NA,NA,NA,NA,NA
ref|XM_023451459.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451460.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451461.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451462.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451463.1|,0.201252773,0.810143299,-0.185169705,0.727786651,NA,NA,NA,NA,NA
ref|XM_023451464.1|,-0.005815689,0.986545534,0.085450069,0.921619861,NA,NA,NA,NA,NA
ref|XM_023451465.1|,-0.040521901,0.937993762,0.002812954,0.998144719,NA,NA,NA,NA,NA
ref|XM_023451466.1|,-0.06341518,0.937993762,0.069039324,0.864932216,NA,NA,NA,NA,NA
ref|XM_023451467.1|,0.098050764,0.937993762,0.048708281,0.963939347,NA,NA,NA,NA,NA
ref|XM_023451468.1|,-0.191439983,0.935839763,0.749008142,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451469.1|,-0.09854372,0.937993762,-0.116998839,0.928844464,NA,NA,NA,NA,NA
ref|XM_023451470.1|,0.148496208,0.859332148,0.300024613,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451471.1|,0.22214409,0.764722273,-0.138252583,0.805188509,NA,NA,NA,NA,NA
ref|XM_023451472.1|,-0.255780348,0.937993762,-0.309780931,0.805077308,NA,NA,NA,NA,NA
ref|XM_023451473.1|,-0.011503923,0.964605574,-0.205887222,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451474.1|,0.194335572,0.937993762,-0.926688798,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451475.1|,0.170988364,0.937993762,-0.355599954,0.783395545,NA,NA,NA,NA,NA
ref|XM_023451476.1|,0.150483277,0.902488829,-0.193700775,0.731654437,NA,NA,NA,NA,NA
ref|XM_023451477.1|,-0.216838385,0.937993762,-1.08344226,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451478.1|,0.245434094,0.937993762,0.210709918,0.91810008,NA,NA,NA,NA,NA
ref|XM_023451479.1|,-0.07317075,0.937993762,0.069410032,0.929765959,NA,NA,NA,NA,NA
ref|XM_023451480.1|,0.026203011,0.978841076,0.019624316,0.995756944,NA,NA,NA,NA,NA
ref|XM_023451481.1|,0.01741871,0.965635539,-0.463941647,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451482.1|,0.089489512,0.937993762,0.013517522,0.986047841,NA,NA,NA,NA,NA
ref|XM_023451483.1|,-0.08196881,0.937993762,-0.050150775,0.92195891,NA,NA,NA,NA,NA
ref|XM_023451484.1|,0.032462319,0.954061598,0.392981697,0.611170825,NA,NA,NA,NA,NA
ref|XM_023451485.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451486.1|,0.197441863,0.796992731,-0.140262032,0.792979649,NA,NA,NA,NA,NA
ref|XM_023451487.1|,0.208801053,0.900444745,0.286021755,0.708294081,NA,NA,NA,NA,NA
ref|XM_023451488.1|,0.242226498,0.937993762,-0.204416101,0.873913448,NA,NA,NA,NA,NA
ref|XM_023451489.1|,0.283732511,0.797470747,-0.173214914,0.834771156,NA,NA,NA,NA,NA
ref|XM_023451490.1|,0.119195167,0.937993762,-0.074509581,0.917966995,NA,NA,NA,NA,NA
ref|XM_023451491.1|,-0.235026085,0.937993762,-0.297779137,0.885864925,NA,NA,NA,NA,NA
ref|XM_023451492.1|,0.044152474,0.937993762,-0.199029435,0.674934605,NA,NA,NA,NA,NA
ref|XM_023451493.1|,0.21973709,0.937993762,0.158875379,0.935247408,NA,NA,NA,NA,NA
ref|XM_023451494.1|,0.295485634,0.937993762,1.405455166,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451495.1|,-0.12553863,0.937993762,0.342426361,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451496.1|,-0.049987963,0.937993762,-0.001334987,0.998596908,NA,NA,NA,NA,NA
ref|XM_023451497.1|,0.027209029,0.967726627,0.032832967,0.984029515,NA,NA,NA,NA,NA
ref|XM_023451498.1|,0.207470214,0.937993762,0.20278504,0.873236651,NA,NA,NA,NA,NA
ref|XM_023451499.1|,-0.019808981,0.937993762,0.233438242,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451500.1|,-0.050445179,0.937993762,-0.069839323,0.868191551,NA,NA,NA,NA,NA
ref|XM_023451501.1|,0.046594601,0.937993762,0.202598105,0.780426005,NA,NA,NA,NA,NA
ref|XM_023451502.1|,0.315392516,0.787610628,0.399512625,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451503.1|,0.534624923,0.937993762,0.770535626,0.870431956,NA,NA,NA,NA,NA
ref|XM_023451504.1|,0.197960149,0.82158693,0.348560765,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451505.1|,0.145343908,0.937993762,0.370293921,0.85245603,NA,NA,NA,NA,NA
ref|XM_023451506.1|,0.017741563,0.971161226,-0.197942425,0.804777045,NA,NA,NA,NA,NA
ref|XM_023451507.1|,0.031149416,0.950531728,0.226747512,0.79592408,NA,NA,NA,NA,NA
ref|XM_023451508.1|,0.01568354,0.993314139,1.444422115,0.654694375,NA,NA,NA,NA,NA
ref|XM_023451509.1|,0.031877739,0.966434944,0.735340795,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451510.1|,-0.060499628,0.937993762,-0.171399538,0.85245603,NA,NA,NA,NA,NA
ref|XM_023451511.1|,-0.048082776,0.937993762,0.026529435,0.986557562,NA,NA,NA,NA,NA
ref|XM_023451512.1|,-0.197828215,0.900444745,0.358158926,0.55618865,NA,NA,NA,NA,NA
ref|XM_023451513.1|,0.143128787,0.811447209,-0.086122013,0.85245603,NA,NA,NA,NA,NA
ref|XM_023451514.1|,0.562833641,0.75815676,-0.255684946,0.872893089,NA,NA,NA,NA,NA
ref|XM_023451515.1|,0.040773624,0.937993762,-0.040724529,0.958957941,NA,NA,NA,NA,NA
ref|XM_023451516.1|,0.115758404,0.937993762,-0.166334562,0.853588859,NA,NA,NA,NA,NA
ref|XM_023451517.1|,0.084186575,0.937993762,0.173770397,0.631697381,NA,NA,NA,NA,NA
ref|XM_023451518.1|,-0.180216644,0.794690304,0.179849178,0.659051019,NA,NA,NA,NA,NA
ref|XM_023451519.1|,-0.148309334,0.923358544,0.259178415,0.610437679,NA,NA,NA,NA,NA
ref|XM_023451520.1|,-0.056894013,0.937993762,-0.06546665,0.866071417,NA,NA,NA,NA,NA
ref|XM_023451521.1|,0.04967169,0.96220887,0.704604443,0.607585178,NA,NA,NA,NA,NA
ref|XM_023451522.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451523.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451524.1|,-0.584509228,0.937993762,-0.455248409,0.929569713,NA,NA,NA,NA,NA
ref|XM_023451525.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451526.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451527.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451528.1|,0.38315693,0.82158693,0.412521444,0.703942435,NA,NA,NA,NA,NA
ref|XM_023451529.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451530.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451531.1|,-0.136268549,0.937993762,0.42984315,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451532.1|,0.034194022,0.955872024,0.299956169,0.763169045,NA,NA,NA,NA,NA
ref|XM_023451533.1|,0.207208132,0.846102884,-0.017087466,0.987696538,NA,NA,NA,NA,NA
ref|XM_023451534.1|,0.367463566,0.837309077,-0.423708614,0.681406232,NA,NA,NA,NA,NA
ref|XM_023451535.1|,0.027900223,0.937993762,0.083377824,0.846703754,NA,NA,NA,NA,NA
ref|XM_023451536.1|,-0.056391152,0.937993762,-0.066151462,0.924648665,NA,NA,NA,NA,NA
ref|XM_023451537.1|,-0.127020056,0.816644474,-0.001099113,0.998596908,NA,NA,NA,NA,NA
ref|XM_023451538.1|,-0.047082698,0.937993762,0.367343329,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451539.1|,0.087485855,0.937993762,0.136650464,0.833863557,NA,NA,NA,NA,NA
ref|XM_023451540.1|,-0.239673366,0.937993762,0.143772497,0.943477999,NA,NA,NA,NA,NA
ref|XM_023451541.1|,-0.474319599,0.68869966,0.509853173,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451542.1|,-0.040281134,0.937993762,-0.018390448,0.967715668,NA,NA,NA,NA,NA
ref|XM_023451543.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451544.1|,0.342690064,0.937993762,0.557495192,0.722843412,NA,NA,NA,NA,NA
ref|XM_023451545.1|,0.167931583,0.937993762,0.312497866,0.79660174,NA,NA,NA,NA,NA
ref|XM_023451546.1|,-0.391788217,0.810143299,0.359802281,0.733652157,NA,NA,NA,NA,NA
ref|XM_023451547.1|,0.140655008,0.937993762,-0.186533931,0.922185467,NA,NA,NA,NA,NA
ref|XM_023451548.1|,-0.006205087,0.986648957,0.109592805,0.901447423,NA,NA,NA,NA,NA
ref|XM_023451549.1|,-0.097773179,0.937993762,0.12765956,0.796091309,NA,NA,NA,NA,NA
ref|XM_023451550.1|,0.078891195,0.937993762,-0.204843088,0.585786034,NA,NA,NA,NA,NA
ref|XM_023451551.1|,-0.005913861,0.979997576,0.182176579,0.570684013,NA,NA,NA,NA,NA
ref|XM_023451552.1|,-0.070749263,0.937993762,-0.844677212,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451553.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451554.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451555.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451556.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451557.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451558.1|,0.060561183,0.937993762,0.22529855,0.840032446,NA,NA,NA,NA,NA
ref|XM_023451559.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451560.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451561.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
ref|XM_023451562.1|,0.017789583,0.937993762,-0.196576073,0.534925283,NA,NA,NA,NA,NA
