Geneid_i5k (limma),A1_logFC_i5k (limma),A1_pvalue_i5k (limma),A4_logFC_i5k (limma),A4_pvalue_i5k (limma),Geneid_Melbourne (limma),A1_logFC_Melbourne (limma),A1_pvalue_Melbourne (limma),A4_logFC_Melbourne (limma),A4_pvalue_Melbourne (limma)
ref|XM_023439066.1|,0.366356894,0.671002529,0.132313268,0.880990259,KNC24545,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439067.1|,0.496099487,0.671002529,-0.09135019,0.850494761,KNC24546,3.41E-01,0.76184813,7.50E-01,0.485511252
ref|XM_023439068.1|,0.035207428,0.921566562,-0.12088222,0.603706212,KNC24547,-3.43E-02,0.97928335,-2.15E-01,0.712018115
ref|XM_023439069.1|,0.005863563,0.988471023,0.179843409,0.603706212,KNC24548,2.98E-01,0.77508101,-2.90E-01,0.737500667
ref|XM_023439070.1|,0.145882014,0.76709427,0.085239482,0.895650868,KNC24549,3.79E-01,0.68924462,1.13E-01,0.785962349
ref|XM_023439071.1|,-0.086673353,0.85344985,-0.211121228,0.603706212,KNC24550,-6.74E-01,0.68924462,-5.24E-01,0.637427723
ref|XM_023439072.1|,0.118248472,0.671002529,0.048660553,0.918474552,KNC24551,-4.30E-01,0.68924462,4.16E-02,0.919063514
ref|XM_023439073.1|,0.25075682,0.671002529,0.257350924,0.454593835,KNC24552,-3.53E-01,0.68924462,1.63E-02,0.98433799
ref|XM_023439074.1|,-0.083530013,0.671002529,-0.022182001,0.82638324,KNC24553,1.39E-01,0.68924462,1.09E-02,0.979754099
ref|XM_023439075.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24554,6.37E-01,0.68924462,-4.16E-01,0.655721244
ref|XM_023439076.1|,0.118248472,0.671002529,-0.567601598,0.603706212,KNC24555,1.90E-01,0.82248721,4.45E-01,0.619130768
ref|XM_023439077.1|,-0.061217797,0.813582847,-0.17190036,0.457770476,KNC24556,7.24E-02,0.81662676,1.85E-01,0.567945435
ref|XM_023439078.1|,-0.123800123,0.81396337,0.485708303,0.476579357,KNC24557,4.46E-01,0.68924462,-2.15E-01,0.655721244
ref|XM_023439079.1|,0.415055994,0.671002529,-1.153975342,0.603706212,KNC24558,1.30E-01,0.68924462,1.11E-01,0.668936961
ref|XM_023439080.1|,0.280728396,0.838577592,0.59832362,0.603706212,KNC24559,8.10E-02,0.83497311,1.18E-01,0.655721244
ref|XM_023439081.1|,0.232174042,0.671002529,0.254654845,0.603706212,KNC24560,-3.99E-02,0.97928335,-7.08E-01,0.618289747
ref|XM_023439082.1|,-0.099843805,0.671002529,0.072684934,0.814249332,KNC24561,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439083.1|,-0.04504682,0.847529473,0.049378039,0.726517052,KNC24562,-4.26E-02,0.88632775,-7.68E-02,0.655721244
ref|XM_023439084.1|,-0.149354125,0.689190763,0.222244696,0.603706212,KNC24563,-2.62E-01,0.68924462,9.84E-02,0.881377218
ref|XM_023439085.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24564,-1.57E-01,0.68924462,-2.97E-02,0.872400367
ref|XM_023439086.1|,0.082261602,0.730703018,-0.126784204,0.603706212,KNC24565,8.59E-03,0.97928335,2.74E-02,0.892440838
ref|XM_023439087.1|,0.4848492,0.84595745,-0.797759831,0.650457685,KNC24566,-2.65E-02,0.97185836,-3.30E-01,0.344103914
ref|XM_023439088.1|,-0.079019917,0.671002529,-0.131034915,0.52112019,KNC24567,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439089.1|,0.331028865,0.671002529,0.182165113,0.628463038,KNC24568,-9.49E-02,0.68924462,-4.81E-03,0.975063054
ref|XM_023439090.1|,-0.115001661,0.88517473,0.067799846,0.922196878,KNC24569,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439091.1|,0.044958046,0.901819923,-0.397697738,0.591830674,KNC24570,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439092.1|,-0.134506985,0.813936366,0.021354808,0.961707846,KNC24571,2.40E-01,0.82081844,4.78E-01,0.655721244
ref|XM_023439093.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24572,-6.57E-03,0.9942146,1.93E-01,0.856895301
ref|XM_023439094.1|,0.312919281,0.671002529,0.427342644,0.476579357,KNC24573,3.81E-01,0.68924462,-4.28E-02,0.970084589
ref|XM_023439095.1|,0.241592536,0.789437652,0.347693878,0.671957794,KNC24574,2.25E-01,0.75203033,1.79E-01,0.655721244
ref|XM_023439096.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24575,-7.48E-02,0.86153389,-1.34E-01,0.669389625
ref|XM_023439097.1|,0.055297086,0.955341626,-0.05063798,0.926246225,KNC24576,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439098.1|,0.20603625,0.671002529,0.041342128,0.854088895,KNC24577,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439099.1|,0.088139564,0.880525622,0.288905293,0.393691031,KNC24578,1.18E-01,0.68924462,1.10E-01,0.818560689
ref|XM_023439100.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24579,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439101.1|,-0.176313637,0.684520328,0.131252749,0.603706212,KNC24580,3.82E-01,0.68924462,-2.15E-01,0.655721244
ref|XM_023439102.1|,-0.019629808,0.953355031,-0.022164041,0.877307027,KNC24581,-2.12E-01,0.83858707,-3.47E-01,0.655721244
ref|XM_023439103.1|,-1.086626963,0.671002529,0.742330097,0.671957794,KNC24582,-5.46E-02,0.87060539,-1.11E-01,0.655721244
ref|XM_023439104.1|,0.542369136,0.671002529,-0.068398348,0.891006206,KNC24583,-1.02E-01,0.77531162,5.68E-02,0.885279311
ref|XM_023439105.1|,0.076944063,0.841822443,0.003381856,0.992298357,KNC24584,-2.05E-01,0.72205366,1.81E-01,0.655721244
ref|XM_023439106.1|,0.137454819,0.689179685,-0.035484696,0.915796655,KNC24585,1.13E-01,0.83832332,-2.15E-01,0.655721244
ref|XM_023439107.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24586,5.63E-01,0.68924462,-3.00E-01,0.705811131
ref|XM_023439108.1|,-1.636514696,0.671002529,-0.368681797,0.891094369,KNC24587,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439109.1|,-0.037265148,0.938485924,0.116912244,0.603706212,KNC24588,1.18E-01,0.68924462,4.91E-02,0.893030032
ref|XM_023439110.1|,0.101086773,0.783257056,-0.268947718,0.386091043,KNC24589,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439111.1|,-0.106366095,0.671002529,-0.120503512,0.603706212,KNC24590,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439112.1|,-0.063872891,0.770192963,-0.027548751,0.805123516,KNC24591,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439113.1|,-0.033535868,0.910083763,-0.095740445,0.603706212,KNC24592,3.13E-01,0.68924462,4.91E-02,0.893030032
ref|XM_023439114.1|,0.134840636,0.671002529,-0.017536924,0.93063233,KNC24593,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439115.1|,-0.039752737,0.942508629,0.013702445,0.937687511,KNC24594,-1.45E-02,0.97928335,-8.30E-02,0.655721244
ref|XM_023439116.1|,0.131886394,0.763005162,0.021128411,0.945866488,KNC24595,-2.34E-01,0.68924462,1.18E-01,0.655721244
ref|XM_023439117.1|,0.216474398,0.671002529,-0.07428569,0.648034243,KNC24596,4.23E-02,0.96429251,5.55E-02,0.774565096
ref|XM_023439118.1|,0.504694482,0.671002529,0.493793447,0.603706212,KNC24597,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439119.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24598,-2.76E-01,0.78680609,2.74E-01,0.744660804
ref|XM_023439120.1|,0.51122395,0.671002529,0.070098103,0.870308519,KNC24599,-1.60E-01,0.68924462,9.26E-02,0.655721244
ref|XM_023439121.1|,0.394352216,0.688968452,0.207612912,0.770782524,KNC24600,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439122.1|,-0.289701591,0.671002529,0.19461228,0.603706212,KNC24601,6.26E-01,0.68924462,-5.60E-01,0.655721244
ref|XM_023439123.1|,0.036364462,0.959632787,-0.264725772,0.603706212,KNC24602,-7.53E-02,0.87745185,-6.67E-02,0.767087482
ref|XM_023439124.1|,-0.173158362,0.671002529,0.186438894,0.603706212,KNC24603,-4.27E-01,0.68924462,1.38E-01,0.655721244
ref|XM_023439125.1|,0.090413799,0.848076152,-0.054510107,0.900769393,KNC24604,7.27E-02,0.78543114,4.45E-02,0.853789853
ref|XM_023439126.1|,0.180305741,0.779691854,0.129858999,0.784589663,KNC24605,-2.24E-03,0.99711783,3.75E-01,0.655721244
ref|XM_023439127.1|,0.002646431,0.995935458,-0.030673188,0.960006574,KNC24606,2.52E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439128.1|,-1.851164443,0.671002529,-0.211941403,0.939020289,KNC24607,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439129.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24608,6.16E-01,0.68924462,6.06E-01,0.580509739
ref|XM_023439130.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24609,4.86E-01,0.68924462,1.97E-01,0.655721244
ref|XM_023439131.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24610,-1.60E-01,0.68924462,3.35E-02,0.838608966
ref|XM_023439132.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24611,-1.61E-03,0.99706607,1.94E-01,0.655721244
ref|XM_023439133.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24612,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439134.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24613,1.81E-01,0.68924462,-9.66E-02,0.58849593
ref|XM_023439135.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24614,-3.44E-03,0.99166868,3.98E-02,0.846647607
ref|XM_023439136.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24615,-1.08E-01,0.7433263,-6.42E-02,0.800583078
ref|XM_023439137.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24616,-5.43E-01,0.68924462,-2.56E-02,0.947801578
ref|XM_023439138.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24617,-1.06E-02,0.97928335,-1.35E-01,0.655721244
ref|XM_023439139.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24618,-1.21E-01,0.68924462,-2.68E-02,0.892440838
ref|XM_023439140.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24619,8.71E-02,0.77321193,1.05E-01,0.667169406
ref|XM_023439141.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24620,-6.34E-02,0.70892872,-1.26E-01,0.347231198
ref|XM_023439142.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24621,-2.30E-01,0.68924462,-2.39E-02,0.961276705
ref|XM_023439143.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24622,2.87E-01,0.51653205,3.55E-02,0.885549037
ref|XM_023439144.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24623,1.18E-01,0.68924462,4.91E-02,0.893030032
ref|XM_023439145.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24624,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439146.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24625,-4.67E-02,0.90878804,1.90E-01,0.655721244
ref|XM_023439147.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24626,-5.32E-02,0.93486952,-1.22E-01,0.657127654
ref|XM_023439148.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24627,1.66E-02,0.93608131,-1.56E-01,0.278857705
ref|XM_023439149.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24628,-1.61E-01,0.89510005,1.11E+00,0.306990477
ref|XM_023439150.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24629,1.02E-01,0.68924462,2.29E-02,0.899253352
ref|XM_023439151.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24630,2.09E-01,0.68924462,7.96E-02,0.655721244
ref|XM_023439152.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24631,1.38E-01,0.7334406,-8.88E-02,0.726024113
ref|XM_023439153.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24632,-2.96E-02,0.97479113,3.86E-02,0.893472379
ref|XM_023439154.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24633,3.07E-01,0.68924462,-4.35E-02,0.894328431
ref|XM_023439155.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24634,4.67E-01,0.68924462,3.64E-01,0.673154145
ref|XM_023439156.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24635,-7.94E-02,0.81762642,4.81E-02,0.799617985
ref|XM_023439157.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24636,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439158.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24637,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439159.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24638,8.03E-03,0.97928335,-9.73E-02,0.655721244
ref|XM_023439160.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24639,1.18E-01,0.68924462,4.92E-02,0.893030032
ref|XM_023439161.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24640,3.12E-01,0.68924462,-7.44E-02,0.695377091
ref|XM_023439162.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24641,1.18E-01,0.85098324,4.91E-02,0.893030032
ref|XM_023439163.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24642,6.71E-02,0.68924462,-3.61E-02,0.799617985
ref|XM_023439164.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24643,-2.18E-02,0.97546817,-2.45E-01,0.216588336
ref|XM_023439165.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24644,3.46E-02,0.88359955,1.22E-01,0.603847837
ref|XM_023439166.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24645,-3.01E-02,0.97928335,-1.76E-01,0.655721244
ref|XM_023439167.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24646,6.32E-02,0.91020253,3.96E-02,0.764434314
ref|XM_023439168.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24647,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439169.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24648,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439170.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24649,-1.03E-01,0.68924462,-9.32E-02,0.538093436
ref|XM_023439171.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24650,-3.03E-02,0.96928217,1.16E-01,0.687631139
ref|XM_023439172.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24651,8.39E-02,0.9142144,2.79E-01,0.574626139
ref|XM_023439173.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24652,5.20E-02,0.84591881,8.70E-02,0.710355679
ref|XM_023439174.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24653,-1.93E-01,0.68924462,-3.80E-02,0.90317207
ref|XM_023439175.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24654,4.99E-02,0.68924462,1.63E-02,0.872400367
ref|XM_023439176.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24655,1.34E-01,0.68924462,-1.48E-01,0.426931245
ref|XM_023439177.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24656,-7.59E-02,0.86057162,-2.05E-01,0.655721244
ref|XM_023439178.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24657,6.69E-02,0.81556179,4.44E-02,0.84166076
ref|XM_023439179.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24658,-3.54E-02,0.89858076,-4.15E-02,0.771803531
ref|XM_023439180.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24659,3.44E-01,0.68924462,1.08E-01,0.722545366
ref|XM_023439181.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24660,-1.92E-01,0.68924462,-1.97E-01,0.655721244
ref|XM_023439182.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24661,-7.00E-02,0.832595,7.21E-02,0.798603426
ref|XM_023439183.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24662,-2.42E-02,0.97506952,1.83E-01,0.655721244
ref|XM_023439184.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24663,-4.15E-02,0.95613112,1.62E-01,0.655721244
ref|XM_023439185.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24664,-9.82E-02,0.68924462,-1.20E-01,0.49783306
ref|XM_023439186.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24665,9.70E-02,0.68924462,-1.70E-02,0.913351827
ref|XM_023439187.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24666,3.28E-02,0.85955428,-2.10E-02,0.788522474
ref|XM_023439188.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24667,4.32E-02,0.84983268,-9.87E-02,0.618289747
ref|XM_023439189.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24668,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439190.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24669,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439191.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24670,1.18E-01,0.68924462,-6.79E-01,0.62684736
ref|XM_023439192.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24671,-5.37E-02,0.89724574,1.17E-01,0.655721244
ref|XM_023439193.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24672,-8.09E-01,0.75593462,-6.58E-01,0.690383913
ref|XM_023439194.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24673,-6.99E-02,0.92221285,1.09E-01,0.674560419
ref|XM_023439195.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24674,1.12E-01,0.90662659,2.13E-01,0.854087088
ref|XM_023439196.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24675,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439197.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24676,-2.21E-01,0.68924462,1.85E-01,0.756253219
ref|XM_023439198.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24677,-2.04E-02,0.97928335,3.92E-02,0.896588497
ref|XM_023439199.1|,0.447127754,0.671002529,0.398513322,0.466527623,KNC24678,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439200.1|,-0.297473056,0.720169669,-0.007281645,0.991485181,KNC24679,8.39E-02,0.68924462,1.00E-01,0.619130768
ref|XM_023439201.1|,0.425247623,0.703858218,0.590419592,0.603706212,KNC24680,6.76E-01,0.63513182,6.59E-01,0.497499266
ref|XM_023439202.1|,0.534074482,0.671002529,-0.413481909,0.751984595,KNC24681,-1.97E-02,0.97516417,-1.72E-01,0.655721244
ref|XM_023439203.1|,-0.022325173,0.964367024,0.025025512,0.917477103,KNC24682,-3.04E-01,0.68924462,5.34E-02,0.940130869
ref|XM_023439204.1|,0.006524858,0.979597384,0.115165761,0.603706212,KNC24683,-6.20E-02,0.84897594,-1.01E-01,0.58849593
ref|XM_023439205.1|,-0.35542757,0.844761156,1.681607143,0.569434487,KNC24684,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439206.1|,0.042356583,0.821394908,-0.076400299,0.603706212,KNC24685,5.93E-01,0.68924462,4.82E-01,0.512930577
ref|XM_023439207.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24686,4.06E-01,0.68924462,5.78E-01,0.618763011
ref|XM_023439208.1|,0.118248472,0.671002529,-0.374860553,0.744490533,KNC24687,2.52E-01,0.68924462,-2.15E-01,0.655721244
ref|XM_023439209.1|,-0.823099966,0.671002529,0.380075024,0.603706212,KNC24688,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439210.1|,2.183745025,0.671002529,0.500909533,0.698082079,KNC24689,6.36E-02,0.85609468,7.87E-02,0.658562401
ref|XM_023439211.1|,1.110903661,0.671002529,-0.161181895,0.870687888,KNC24690,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439212.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24691,-2.31E-01,0.68924462,1.28E-01,0.778173724
ref|XM_023439213.1|,-0.563452612,0.671002529,-0.088045796,0.80215618,KNC24692,2.33E-01,0.68924462,2.16E-01,0.413447076
ref|XM_023439214.1|,0.549158771,0.671002529,-0.202192853,0.603706212,KNC24693,8.88E-01,0.68924462,5.10E-01,0.459862418
ref|XM_023439215.1|,-0.647058276,0.671002529,1.234238989,0.603706212,KNC24694,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439216.1|,-0.454338189,0.671002529,0.231234936,0.848124671,KNC24695,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439217.1|,0.228499973,0.764435134,-0.196741615,0.603706212,KNC24696,-6.94E-02,0.90346335,1.13E-03,0.997529929
ref|XM_023439218.1|,-0.257462588,0.671002529,0.211041767,0.603706212,KNC24697,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439219.1|,-0.061696807,0.805231141,-0.025758641,0.88643206,KNC24698,-1.52E-01,0.68924462,-6.15E-02,0.79585505
ref|XM_023439220.1|,0.060768563,0.938134507,0.055927612,0.762904887,KNC24699,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439221.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24700,-6.16E-02,0.8779477,1.18E-01,0.655721244
ref|XM_023439222.1|,0.155742753,0.671002529,0.042053036,0.806760902,KNC24701,3.12E-01,0.68924462,3.75E-01,0.655721244
ref|XM_023439223.1|,0.062876751,0.805667748,-0.02950801,0.874783618,KNC24702,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439224.1|,-0.008789058,0.979597384,-0.048179664,0.665271075,KNC24703,2.27E-01,0.68924462,-1.92E-02,0.91492894
ref|XM_023439225.1|,0.437192936,0.671002529,0.035775194,0.943996931,KNC24704,7.82E-02,0.80321773,-7.63E-02,0.818218829
ref|XM_023439226.1|,0.55211669,0.671002529,0.090269536,0.790879909,KNC24705,4.12E-02,0.91953936,1.63E-01,0.619130768
ref|XM_023439227.1|,0.305060943,0.671002529,0.258919549,0.603706212,KNC24706,-1.28E-01,0.89542985,-8.30E-02,0.655721244
ref|XM_023439228.1|,0.609724603,0.671002529,-0.412786142,0.603706212,KNC24707,2.28E-01,0.68924462,1.31E-02,0.897202782
ref|XM_023439229.1|,-0.073214724,0.843585326,-0.094656103,0.806710349,KNC24708,4.51E-03,0.9907068,-7.52E-02,0.867064133
ref|XM_023439230.1|,0.548332762,0.823458765,-0.069836764,0.978167053,KNC24709,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439231.1|,-0.684611951,0.686713821,1.154164416,0.603706212,KNC24710,3.72E-01,0.68924462,1.81E-01,0.774161908
ref|XM_023439232.1|,0.181988242,0.671002529,0.042182997,0.753564417,KNC24711,-7.33E-01,0.68924462,-1.53E-01,0.877986077
ref|XM_023439233.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24712,2.54E-01,0.68924462,-8.31E-02,0.892440838
ref|XM_023439234.1|,-0.082028104,0.793532617,0.019163924,0.943325798,KNC24713,1.94E-01,0.68924462,-1.89E-02,0.927743614
ref|XM_023439235.1|,0.272688896,0.791058276,-0.689922744,0.603706212,KNC24714,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439236.1|,-0.101783622,0.693564084,-0.14468328,0.407455513,KNC24715,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439237.1|,-0.016168559,0.979597384,-0.073326037,0.795975991,KNC24716,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439238.1|,0.184198559,0.962146893,0.472554202,0.834415881,KNC24717,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439239.1|,0.029267593,0.962345598,-0.107806424,0.689837668,KNC24718,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439240.1|,-0.386195972,0.671002529,-0.172388156,0.634110781,KNC24719,2.40E-01,0.68924462,1.64E-01,0.655721244
ref|XM_023439241.1|,0.183592461,0.939081338,0.018533534,0.989092104,KNC24720,2.29E-02,0.98212438,9.58E-02,0.938448316
ref|XM_023439242.1|,0.356796782,0.671002529,0.39819686,0.603706212,KNC24721,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439243.1|,0.040687914,0.959755993,-0.114691621,0.876779129,KNC24722,-1.65E-02,0.98206079,-3.97E-02,0.919492866
ref|XM_023439244.1|,-0.164323426,0.671002529,-0.096960603,0.603706212,KNC24723,3.56E-01,0.68924462,1.33E-01,0.655721244
ref|XM_023439245.1|,0.993506266,0.671002529,0.276186851,0.876779129,KNC24724,-1.45E-01,0.91502906,3.25E-01,0.743733201
ref|XM_023439246.1|,0.704427867,0.671002529,0.180451463,0.603706212,KNC24725,-1.93E-01,0.83129836,-1.44E-01,0.875433882
ref|XM_023439247.1|,0.571208203,0.671002529,0.51582433,0.603706212,KNC24726,-1.23E-01,0.94273128,3.22E-01,0.773807565
ref|XM_023439248.1|,0.286939397,0.671002529,-0.158999235,0.603706212,KNC24727,1.18E-01,0.68924462,-8.30E-02,0.655721244
ref|XM_023439249.1|,0.038992984,0.831125876,-0.119367597,0.578637007,KNC24728,-1.70E-01,0.68924462,-8.41E-02,0.655721244
ref|XM_023439250.1|,-0.005910039,0.980238948,-0.123346452,0.376892324,KNC24729,7.24E-01,0.63513182,2.85E-02,0.956016282
ref|XM_023439251.1|,-0.096815452,0.744699944,0.166210303,0.603706212,KNC24730,-1.45E-01,0.68924462,-1.31E-01,0.655721244
ref|XM_023439252.1|,-0.020263085,0.965424819,0.115407908,0.635079865,KNC24731,3.46E-01,0.73688716,2.73E-01,0.670778395
ref|XM_023439253.1|,0.075407996,0.671002529,0.020730224,0.755488824,KNC24732,-1.28E-01,0.68924462,-4.79E-02,0.80295927
ref|XM_023439254.1|,-0.105938873,0.693833338,0.126791383,0.603706212,KNC24733,-7.01E-02,0.82267754,-8.06E-02,0.724209113
ref|XM_023439255.1|,-0.181941993,0.671002529,-0.156060438,0.409249593,KNC24734,1.36E-01,0.68924462,9.82E-02,0.655721244
ref|XM_023439256.1|,-0.182892654,0.671002529,0.299784316,0.603706212,KNC24735,-5.83E-02,0.91334148,-1.98E-01,0.655721244
ref|XM_023439257.1|,0.118248472,0.671002529,-0.083695687,0.603706212,KNC24736,3.80E-02,0.94053629,-7.47E-02,0.655721244
ref|XM_023439258.1|,0.145032308,0.671002529,-0.164825206,0.486369175,KNC24737,5.39E-03,0.98828337,1.83E-01,0.60445404
ref|XM_023439259.1|,-0.41536238,0.671002529,-0.099231025,0.778105399,KNC24738,1.75E-01,0.85166941,-1.12E-01,0.902732112
ref|XM_023439260.1|,0.138922754,0.671002529,-0.01907727,0.888172431,KNC24739,1.65E-01,0.70190168,7.53E-02,0.792431038
