Geneid_Ls,Transcript_ID,Treatment_logFC,Treatment_pvalue,Interaction_logFC,Interaction_pvalue,A_4_logFC,A_4_pvalue,A_1_logFC,A_1_pvalue
15841,XM_037965136.1,-0.158374818,0.799284116,-0.073033307,0.936982947,-0.195369974,0.471885828,-0.121051469,0.798926068
15842,XM_037965137.1,0.161022545,0.963867532,0.041424339,0.982364667,0.174529656,0.77272839,0.144218921,0.88345223
15843,XM_037965138.1,-0.122869305,0.97884941,-0.559334419,0.705726368,-0.374895069,0.687932548,0.171833207,0.831022174
15844,XM_037965139.1,-1.021464935,0.792617151,-2.932039676,0.616871649,-2.882292814,0.285198483,0.049911465,0.982422514
15845,XM_037965140.1,0.167923482,0.928527544,-0.34049247,0.743814442,-0.003291286,0.996568137,0.337967056,0.798926068
15846,XM_037965141.1,0.237517707,0.998595756,-0.53908168,0.949342304,-0.026761412,0.994458793,0.502787607,0.887078659
15847,XM_037965142.1,-0.456907385,0.961991768,-0.578465123,0.913897982,-0.632066785,0.705704219,-0.056563195,0.989303883
15848,XM_037965143.1,-0.15093193,0.97884941,0.244183918,0.920851732,-0.034619484,0.966517658,-0.272788409,0.819573781
15849,XM_037965144.1,-0.007147563,0.998595756,-0.089451262,0.891939249,-0.053113833,0.812441515,0.039533557,0.931306617
15850,XM_037965145.1,0.075043603,0.914341599,0.114516266,0.816313197,0.126493074,0.674287192,0.012447311,0.97888765
15851,XM_037965146.1,0.122862033,0.998595756,1.951931548,0.705726368,1.225659054,0.630011604,-0.696611925,0.798926068
15852,XM_037965147.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
15853,XM_037965148.1,0.435623934,0.906926989,0.36605095,0.921498829,0.639860467,0.705704219,0.284698999,0.860701646
15854,XM_037965149.1,0.169051123,0.998595756,0.364156618,0.962724676,0.36466308,0.912038718,-0.011154418,0.99852931
15855,XM_037965150.1,0.373817639,0.914050652,-0.189517186,0.956683217,0.281531697,0.775372848,0.471747172,0.798926068
15856,XM_037965151.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
15857,XM_037965152.1,-0.254071799,0.990061079,-0.607207922,0.892854651,-0.507072274,0.705704219,0.182185119,0.961526546
15858,XM_037965153.1,0.088716918,0.992652728,0.385439618,0.734030197,0.289193971,0.677340049,-0.086377203,0.933671007
15859,XM_037965154.1,-0.244085745,0.90377475,0.444513566,0.718635494,0.001018089,0.999152667,-0.443837395,0.798926068
15860,XM_037965155.1,-0.246860859,0.947749509,-0.210724282,0.941442338,-0.364240525,0.705704219,-0.155113993,0.891141019
15861,XM_037965156.1,-0.076958629,0.97884941,-0.031819167,0.979454636,-0.092763199,0.705704219,-0.0447714,0.958222023
15862,XM_037965157.1,0.084453972,0.995101476,-0.213075246,0.890836231,-0.020698598,0.964976618,0.198106547,0.798926068
15863,XM_037965158.1,0.393293763,0.862685891,0.666789496,0.705726368,0.805431328,0.670932617,0.127097551,0.908663319
15864,XM_037965159.1,-0.435171781,0.852319369,0.574292626,0.781505026,-0.124427375,0.934938769,-0.687227783,0.798926068
15865,XM_037965160.1,-0.248101253,0.832675215,0.48023615,0.705726368,-0.019575298,0.970217608,-0.50617394,0.798926068
15866,XM_037965161.1,0.230266869,0.959237349,-0.013101425,0.99633541,0.201688765,0.818562397,0.242880705,0.847936397
15867,XM_037965162.1,0.114983174,0.97884941,-0.37658298,0.729510316,-0.064379977,0.888854967,0.317493087,0.798926068
15868,XM_037965163.1,0.082769257,0.95148431,-0.121715681,0.874928506,0.031698809,0.922196918,0.152846395,0.798926068
15869,XM_037965164.1,0.075625736,0.97884941,-0.123937853,0.89270919,0.01557242,0.961186021,0.144118788,0.798926068
15870,XM_037965165.1,0.608003014,0.801699042,-0.106645093,0.976262839,0.557261204,0.480103254,0.701489174,0.798926068
15871,XM_037965166.1,0.40444205,0.94307504,-0.735937424,0.811270205,0.123558553,0.880319635,0.913404302,0.798926068
15872,XM_037965167.1,-0.751580886,0.97884941,4.33405541,0.705726368,0.587082791,0.879441193,-3.79498863,0.798926068
15873,XM_037965168.1,0.137435095,0.940356475,-0.573837669,0.705726368,-0.136997871,0.716569509,0.441080327,0.798926068
15874,XM_037965169.1,0.153212804,0.774836412,-0.400638766,0.659536636,-0.043661598,0.834423332,0.360751309,0.721824156
15875,XM_037965170.1,0.053753947,0.998595756,0.495066883,0.705726368,0.266874699,0.662371118,-0.222946931,0.798926068
15876,XM_037965171.1,-0.227573647,0.97884941,0.235888527,0.949409302,-0.097821103,0.935830291,-0.336055366,0.836153505
15877,XM_037965172.1,0.160708275,0.942485561,-0.244208212,0.854084597,0.039787476,0.956796018,0.292822905,0.798926068
15878,XM_037965173.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
15879,XM_037965174.1,0.159123602,0.951928908,0.118691186,0.950097308,0.213416391,0.800719145,0.10721841,0.798926068
15880,XM_037965175.1,0.124489426,0.975557343,0.454472198,0.705726368,0.340137336,0.696653353,-0.113003528,0.891843049
15881,XM_037965176.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
15882,XM_037965177.1,-0.117113639,0.998595756,-1.110300921,0.705726368,-0.646307038,0.705704219,0.451822561,0.798926068
15883,XM_037965178.1,-0.055670238,0.967325198,0.044497183,0.953411071,-0.0339215,0.912761324,-0.077402146,0.798926068
15884,XM_037965179.1,-0.463435869,0.963867532,-1.297851229,0.705726368,-1.152615478,0.705704219,0.160684306,0.958508166
15885,XM_037965180.1,0.217235157,0.963867532,0.096186643,0.973345981,0.258063893,0.74851396,0.164630793,0.903655963
15886,XM_037965181.1,0.28576175,0.989753042,0.633971602,0.905043383,0.641347107,0.748691887,0.022729398,0.995439169
15887,XM_037965182.1,0.155514567,0.998595756,0.269555883,0.949383155,0.29823893,0.835621034,0.017408181,0.994685581
15888,XM_037965183.1,0.141920419,0.88997336,0.026813475,0.980664256,0.154472863,0.705704219,0.130830815,0.800182456
15889,XM_037965184.1,0.036213032,0.998595756,-0.091325512,0.971480895,0.000196483,0.999841258,0.081697464,0.958508166
15890,XM_037965185.1,0.006708037,0.998595756,0.934731122,0.705726368,0.350892952,0.710883651,-0.58464747,0.798926068
15891,XM_037965186.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
15892,XM_037965187.1,-0.824530666,0.799284116,-1.270147581,0.705726368,-1.323674216,0.480103254,-0.04755422,0.987519587
15893,XM_037965188.1,0.622737156,0.791817804,-0.206142919,0.954886621,0.518599433,0.705704219,0.735207744,0.798926068
15894,XM_037965189.1,0.036764054,0.998595756,-0.473880742,0.705726368,-0.18193001,0.806737589,0.297536856,0.798926068
15895,XM_037965190.1,-0.669988696,0.763392162,0.057402865,0.985000885,-0.643521233,0.705704219,-0.706035415,0.798926068
15896,XM_037965191.1,-0.081722851,0.998595756,0.231491834,0.926016773,0.026701015,0.972820019,-0.19455106,0.885564906
15897,XM_037965192.1,0.112918417,0.975557343,-0.102826185,0.950097308,0.067132284,0.872468293,0.177259449,0.826520439
15898,XM_037965193.1,0.265539954,0.959116236,-0.020903993,0.995342751,0.267747536,0.827849447,0.275550346,0.816258024
15899,XM_037965194.1,0.032238819,0.998595756,0.559715467,0.81222223,0.337157023,0.780730652,-0.233601185,0.858244898
15900,XM_037965195.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
15901,XM_037965196.1,-0.07361538,0.975557343,-0.313729318,0.705726368,-0.21593052,0.536694021,0.101339115,0.844832019
15902,XM_037965197.1,0.006061676,0.998595756,0.075601623,0.953710606,0.040803501,0.934077318,-0.024979083,0.975401398
15903,XM_037965198.1,0.274194021,0.974274193,0.015547964,0.99671587,0.27310125,0.8649002,0.258905472,0.856856722
15904,XM_037965199.1,-0.078882117,0.998595756,-0.941039498,0.705726368,-0.527589598,0.705704219,0.417861842,0.798926068
15905,XM_037965200.1,0.716160027,0.867924283,-0.865843741,0.834111308,0.402392642,0.832830457,1.248880685,0.798926068
15906,XM_037965201.1,0.170582647,0.975557343,0.206428665,0.928761929,0.263290435,0.705704219,0.062321348,0.967377227
15907,XM_037965202.1,0.240057007,0.792617151,0.048317452,0.97264048,0.261564731,0.471885828,0.226309776,0.798926068
15908,XM_037965203.1,-0.057076247,0.998595756,-0.094293787,0.959206716,-0.11284244,0.880319635,-0.018668682,0.985050325
15909,XM_037965204.1,-0.043991482,0.97884941,0.057402636,0.933297092,-0.017450661,0.934077318,-0.074465315,0.81201282
15910,XM_037965205.1,0.157127872,0.974671863,-0.776933221,0.705726368,-0.232545786,0.747154318,0.551562186,0.798926068
15911,XM_037965206.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
15912,XM_037965207.1,0.004411676,0.998595756,-0.146409715,0.875151451,-0.067946336,0.844082603,0.078064347,0.902956795
15913,XM_037965208.1,-0.031440695,0.998595756,-0.135451001,0.811270205,-0.097580141,0.705704219,0.037460752,0.944334586
15914,XM_037965209.1,-0.239323075,0.97884941,0.270564405,0.949309562,-0.09838806,0.956275984,-0.351990112,0.798926068
15915,XM_037965210.1,-0.051044512,0.998595756,-0.105993481,0.955699393,-0.099906309,0.880319635,0.006014563,0.995683288
15916,XM_037965211.1,-0.107068374,0.832675215,-0.09062741,0.877163578,-0.1527325,0.407212706,-0.060650879,0.877032287
15917,XM_037965212.1,-0.113232089,0.950200357,0.465309663,0.705726368,0.114708139,0.756118552,-0.346311551,0.798926068
15918,XM_037965213.1,-0.083849946,0.774836412,-0.036338046,0.93643933,-0.102174201,0.546717195,-0.063337774,0.798926068
15919,XM_037965214.1,0.02733497,0.998595756,-0.105169998,0.880224801,-0.024908088,0.9359021,0.083692396,0.82907713
15920,XM_037965215.1,0.034979851,0.998595756,-0.131485894,0.846345412,-0.030394252,0.914920752,0.102374969,0.798926068
15921,XM_037965216.1,-0.117686663,0.998595756,-0.548924204,0.775794653,-0.399493692,0.709601665,0.152863771,0.894335996
15922,XM_037965217.1,0.071013992,0.998595756,0.217497365,0.938919593,0.165093152,0.876293879,-0.055204449,0.972096135
15923,XM_037965218.1,-0.031164248,0.998595756,-0.045715933,0.960943401,-0.053414583,0.801382574,-0.012392549,0.984737952
15924,XM_037965219.1,-0.135437249,0.826668784,-0.050278212,0.955358,-0.16107293,0.471335662,-0.109423039,0.798926068
15925,XM_037965220.1,-0.18954024,0.768596788,-0.082168911,0.932426027,-0.23094823,0.512379472,-0.148282028,0.798926068
15926,XM_037965221.1,-0.135846294,0.880982412,-0.012778099,0.99064273,-0.141522643,0.705704219,-0.12749612,0.822699181
15927,XM_037965222.1,-0.110770926,0.97884941,0.192217979,0.888250317,-0.029609309,0.940860598,-0.215289421,0.798926068
15928,XM_037965223.1,-0.050543252,0.998595756,-0.106003958,0.948250517,-0.099516222,0.860001043,0.015179371,0.987427075
15929,XM_037965224.1,-0.179820814,0.897020074,-0.251606615,0.813126469,-0.312479245,0.670458222,-0.050917081,0.951390112
15930,XM_037965225.1,0.000177168,0.999959519,-1.331160548,0.705726368,-0.572470402,0.705704219,0.793409697,0.798926068
15931,XM_037965226.1,0.126860105,0.961991768,-0.434145288,0.705726368,-0.071864369,0.843652994,0.37254485,0.798926068
15932,XM_037965227.1,0.014486037,0.998595756,-0.113674024,0.946015419,-0.038091157,0.908221927,0.073111862,0.949935031
15933,XM_037965228.1,0.032161528,0.998595756,-0.111599641,0.899960774,-0.02033548,0.952695785,0.09469869,0.828906012
15934,XM_037965229.1,-0.127072014,0.833943027,-0.141580207,0.814347169,-0.198384572,0.497984596,-0.055360592,0.904424726
15935,XM_037965230.1,0.269145875,0.97884941,-0.071650491,0.985245141,0.247162585,0.878201237,0.33484112,0.831509586
15936,XM_037965231.1,0.42197936,0.867924283,0.219632383,0.948250517,0.531454975,0.705704219,0.303902623,0.822920465
15937,XM_037965232.1,-0.124294522,0.988208219,-0.952263079,0.705726368,-0.572672999,0.504207979,0.377559068,0.798926068
15938,XM_037965233.1,0.044009996,0.998595756,-0.095183285,0.930131343,-0.000719675,0.998225768,0.102456183,0.847806101
15939,XM_037965234.1,0.080424898,0.97884941,-0.534652567,0.705726368,-0.172072024,0.705704219,0.357187206,0.798926068
15940,XM_037965235.1,0.07663719,0.961991768,-0.098194009,0.905738308,0.031879413,0.916846901,0.138438442,0.798926068
15941,XM_037965236.1,0.212067461,0.906587991,-0.641512252,0.705726368,-0.092763199,0.705704219,0.561922439,0.798926068
15942,XM_037965237.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
15943,XM_037965238.1,-0.089829781,0.966740793,-0.0030662,0.997448728,-0.092763199,0.705704219,-0.086914862,0.912312878
15944,XM_037965239.1,0.01223023,0.998595756,-0.00628696,0.997448728,0.008962774,0.991691484,0.019888506,0.99038777
15945,XM_037965240.1,-0.929016832,0.76897502,-0.264311791,0.95743966,-1.064063648,0.705704219,-0.812854711,0.798926068
15946,XM_037965241.1,0.083385978,0.998595756,2.913421488,0.705726368,1.973062501,0.641675468,-0.944342761,0.798926068
15947,XM_037965242.1,0.224351501,0.97884941,-0.285517383,0.940628015,0.079295034,0.969020201,0.364348243,0.798926068
15948,XM_037965243.1,-0.139657648,0.799284116,-0.037806198,0.962621047,-0.158221317,0.703926173,-0.119154782,0.798926068
15949,XM_037965244.1,-0.410806374,0.938543745,0.572225802,0.867403611,-0.142955082,0.939106516,-0.690857302,0.798926068
15950,XM_037965245.1,0.46677674,0.893263404,-0.15385966,0.971076428,0.421043613,0.705704219,0.565109587,0.798926068
15951,XM_037965246.1,0.727956173,0.914050652,0.912184806,0.861212908,1.101833373,0.705704219,0.156155641,0.967167851
15952,XM_037965247.1,-0.108451198,0.998595756,0.527400729,0.851957059,0.158592584,0.892710996,-0.357766053,0.83900195
15953,XM_037965248.1,-0.050756903,0.998595756,-0.009175892,0.995381434,-0.052956796,0.90775466,-0.045224171,0.961690803
15954,XM_037965249.1,0.252274615,0.983278783,-1.956103829,0.705726368,-0.519883842,0.705704219,1.444955594,0.798926068
15955,XM_037965250.1,0.068806425,0.964836916,-0.023332856,0.979916558,0.060795386,0.799655917,0.08593934,0.845468094
15956,XM_037965251.1,-0.090411741,0.998595756,0.23589697,0.917983744,0.01723907,0.985798885,-0.217737959,0.808233669
15957,XM_037965252.1,0.202850218,0.97635034,-0.135862404,0.962724676,0.147673795,0.874800923,0.277446627,0.852496516
15958,XM_037965253.1,-0.009278045,0.998595756,-0.510258347,0.85988164,-0.321772851,0.817861395,0.219366228,0.885119563
15959,XM_037965254.1,-0.160866658,0.986022381,0.448602879,0.869091298,0.142951319,0.934938769,-0.292949488,0.798926068
15960,XM_037965255.1,0.107448178,0.998595756,-0.696417874,0.812769828,-0.273758013,0.864356925,0.407778958,0.806328507
15961,XM_037965256.1,-0.149719183,0.989581167,0.273872607,0.927032083,0.01444143,0.988654715,-0.257835804,0.853719692
15962,XM_037965257.1,0.075387332,0.919820866,-0.238705265,0.705726368,-0.045135967,0.811518524,0.197250058,0.798926068
15963,XM_037965258.1,-0.119954373,0.763392162,0.041404636,0.947460238,-0.100383573,0.705704219,-0.139591413,0.798926068
15964,XM_037965259.1,1.31093694,0.799284116,-0.358109928,0.962724676,1.113173304,0.705704219,1.463119755,0.798926068
15965,XM_037965260.1,-1.304181132,0.84793217,1.270549353,0.855761842,-0.621615892,0.888611846,-1.878861132,0.798926068
15966,XM_037965261.1,-1.019676971,0.89033613,-0.897677529,0.905043383,-1.550348666,0.705704219,-0.639842758,0.801216369
15967,XM_037965262.1,-0.105248368,0.998595756,-1.475266906,0.705726368,-0.963140129,0.705704219,0.52717758,0.798926068
15968,XM_037965263.1,0.410664578,0.986022381,-1.223133114,0.841461648,-0.321891901,0.934077318,0.881565813,0.798926068
15969,XM_037965264.1,0.295068998,0.84802064,-0.570593996,0.705726368,0.054381318,0.934077318,0.612704994,0.798926068
15970,XM_037965265.1,0.12595313,0.98371405,-0.479482318,0.742188765,-0.086203444,0.931806904,0.398784192,0.798926068
15971,XM_037965266.1,-0.018634431,0.998595756,-0.065513312,0.970514496,-0.04809725,0.944462181,0.015826893,0.987427075
15972,XM_037965267.1,0.18486508,0.963867532,0.151418351,0.950097308,0.259620714,0.741181614,0.098841271,0.930013759
15973,XM_037965268.1,-0.094480837,0.906292296,0.007035309,0.993359046,-0.091165564,0.705704219,-0.103504432,0.798926068
15974,XM_037965269.1,-0.107066643,0.778481566,-0.105370482,0.779832997,-0.160249125,0.534048634,-0.052845556,0.822699181
15975,XM_037965270.1,0.137499425,0.963867532,-0.11199401,0.950097308,0.078740477,0.907080427,0.190840421,0.798926068
15976,XM_037965271.1,-0.063592734,0.998595756,-0.203806312,0.869446526,-0.153542913,0.705704219,0.052602685,0.959620257
15977,XM_037965272.1,-0.239653133,0.997468029,1.474064594,0.705726368,0.49936722,0.821931636,-0.992421665,0.798926068
15978,XM_037965273.1,-0.076960431,0.858779164,-0.060279556,0.903514591,-0.107579876,0.680274653,-0.045499403,0.842142663
15979,XM_037965274.1,-0.084028726,0.89033613,0.017292464,0.979916558,-0.077112795,0.705704219,-0.092823345,0.798926068
15980,XM_037965275.1,0.497263775,0.763392162,-0.024752366,0.991797071,0.48850163,0.679787086,0.494458433,0.798926068
15981,XM_037965276.1,0.00600742,0.998595756,0.195493614,0.936982947,0.092008412,0.914941253,-0.090715018,0.952420678
15982,XM_037965277.1,-0.02665112,0.998595756,0.175216793,0.90898626,0.050867532,0.936652742,-0.102739597,0.90633126
15983,XM_037965278.1,-0.517917399,0.939715937,0.677301544,0.887925848,-0.310071563,0.848887449,-0.950063349,0.798926068
15984,XM_037965279.1,0.00766586,0.998595756,-0.246487402,0.907433735,-0.109431861,0.916202364,0.136620415,0.899419297
15985,XM_037965280.1,-0.593937258,0.798698578,0.895694743,0.705726368,-0.146657547,0.864356925,-1.026539769,0.798926068
15986,XM_037965281.1,-0.011636567,0.998595756,0.119307761,0.787190989,0.038980049,0.878095157,-0.077636514,0.798926068
15987,XM_037965282.1,0.313230052,0.915931104,0.066494999,0.980876645,0.349069606,0.713864937,0.302287612,0.798926068
15988,XM_037965283.1,-0.753934064,0.754290378,-0.64991817,0.734360552,-1.078098402,0.537495283,-0.430843421,0.798926068
15989,XM_037965284.1,-0.09827221,0.97884941,0.429843359,0.705726368,0.096276639,0.736100699,-0.329157738,0.798926068
15990,XM_037965285.1,0.649116798,0.774836412,-0.117539077,0.973627055,0.597991402,0.675968385,0.706356164,0.798926068
15991,XM_037965286.1,0.46666063,0.919820866,-0.423532246,0.925082606,0.293650441,0.806250995,0.740392306,0.798926068
15992,XM_037965287.1,0.274260339,0.961991768,-0.272257051,0.93642304,0.15299121,0.923481148,0.428740405,0.798926068
15993,XM_037965288.1,-0.022314928,0.998595756,-0.091266489,0.853690787,-0.065501464,0.705704219,0.029250991,0.942382004
15994,XM_037965289.1,0.252042928,0.919820866,0.025156131,0.991797071,0.274742482,0.776364803,0.242341873,0.798926068
15995,XM_037965290.1,-0.206343289,0.89471154,-0.053736364,0.974877961,-0.231013976,0.705704219,-0.177412299,0.84511459
15996,XM_037965291.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
15997,XM_037965292.1,-0.485683229,0.835219669,-0.202131661,0.952651591,-0.578420408,0.670932617,-0.371421698,0.814170497
15998,XM_037965293.1,-0.264544414,0.958812378,-1.017515834,0.705726368,-0.836652187,0.667598371,0.192900851,0.849108626
15999,XM_037965294.1,-0.510696287,0.867924283,-0.476602071,0.880234748,-0.755503841,0.620134572,-0.284546607,0.885957716
16000,XM_037965295.1,0.113162846,0.998595756,-0.910216624,0.705726368,-0.311483133,0.705704219,0.600354023,0.798926068
16001,XM_037965296.1,-0.186790875,0.918789951,-0.324196368,0.777021418,-0.345600745,0.705704219,-0.017370615,0.985050325
16002,XM_037965297.1,-0.043907002,0.998595756,-0.494542611,0.705726368,-0.281175765,0.705704219,0.216682189,0.798926068
16003,XM_037965298.1,0.119368604,0.998595756,-0.362059345,0.899824405,-0.071555843,0.953529813,0.291869941,0.836904938
16004,XM_037965299.1,-0.033064649,0.998595756,0.681303018,0.705726368,0.277410543,0.739566866,-0.398738983,0.798926068
16005,XM_037965300.1,-0.138659856,0.986549698,-0.242583228,0.926666946,-0.248307337,0.792751004,-0.034930942,0.981618971
16006,XM_037965301.1,-0.303725979,0.968263243,0.761047328,0.770867403,0.115679348,0.933889371,-0.654403887,0.798926068
16007,XM_037965302.1,-0.24156169,0.970330141,0.976292862,0.705726368,0.307654115,0.804333437,-0.650692489,0.798926068
16008,XM_037965303.1,-0.076958629,0.97884941,-0.031819167,0.979454636,-0.092763199,0.705704219,-0.0447714,0.958222023
