Geneid_Ls,Transcript_ID,Treatment_logFC,Treatment_pvalue,Interaction_logFC,Interaction_pvalue,A_4_logFC,A_4_pvalue,A_1_logFC,A_1_pvalue
8310,XM_037957605.1,-0.007676704,0.998595756,0.121058946,0.970424853,0.044661608,0.97253118,-0.036181621,0.982015867
8311,XM_037957606.1,-0.015995943,0.998595756,-0.06279127,0.968499681,-0.047127057,0.934077318,0.02284845,0.982422514
8312,XM_037957607.1,0.239239443,0.904235723,-0.415289518,0.745958173,0.061085501,0.934938769,0.482498464,0.798926068
8313,XM_037957608.1,-0.127334303,0.97884941,0.155028518,0.945741181,-0.04231035,0.954152843,-0.20278839,0.837786951
8314,XM_037957609.1,-0.318453425,0.940356475,-0.254786177,0.943267859,-0.453301155,0.760453973,-0.207503986,0.841580081
8315,XM_037957610.1,0.099206621,0.984948651,-0.550461289,0.705726368,-0.136954153,0.761616679,0.416314539,0.798926068
8316,XM_037957611.1,-0.172832206,0.97884941,0.606557739,0.705726368,0.122203509,0.915491007,-0.482781915,0.798926068
8317,XM_037957612.1,0.05925313,0.998595756,0.299367233,0.925832619,0.193004443,0.852948196,-0.099446864,0.961690803
8318,XM_037957613.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8319,XM_037957614.1,-0.657734413,0.959248524,-2.496408803,0.705726368,-1.638361224,0.674287192,0.874533551,0.798926068
8320,XM_037957615.1,1.314906512,0.778481566,2.267716605,0.705726368,1.975021963,0.480103254,-0.258552907,0.954541404
8321,XM_037957616.1,0.09042864,0.997434468,0.015427811,0.994276697,0.099723572,0.880319635,0.086651891,0.941215533
8322,XM_037957617.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8323,XM_037957618.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8324,XM_037957619.1,0.294135054,0.97884941,-0.942617242,0.759090738,-0.249768684,0.918833109,0.717316007,0.798926068
8325,XM_037957620.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8326,XM_037957621.1,0.132407957,0.914050652,-0.183926313,0.84142422,0.041342907,0.934077318,0.234987412,0.798926068
8327,XM_037957622.1,-0.132769099,0.959237349,0.089752719,0.955699393,-0.092763199,0.705704219,-0.166003508,0.857506282
8328,XM_037957623.1,0.045359843,0.998595756,0.013936052,0.989220356,0.048164341,0.923057122,0.039135591,0.938722326
8329,XM_037957624.1,-0.15196423,0.968529882,0.361146068,0.783065046,0.025560926,0.96906492,-0.34473345,0.798926068
8330,XM_037957625.1,0.471827047,0.959237349,0.023879258,0.99671587,0.476906629,0.778425415,0.447891279,0.862695025
8331,XM_037957626.1,0.074656597,0.998595756,0.134015903,0.942713504,0.133080731,0.742916632,0.00256439,0.99886078
8332,XM_037957627.1,0.107244986,0.84793217,0.262311066,0.705726368,0.230357678,0.277184518,-0.029112883,0.955816901
8333,XM_037957628.1,0.13117384,0.963867532,0.330844784,0.733487055,0.275552781,0.705704219,-0.049533732,0.957960202
8334,XM_037957629.1,-0.599660763,0.833943027,-0.439936583,0.900576075,-0.84064287,0.705704219,-0.380833179,0.798926068
8335,XM_037957630.1,-0.006451134,0.998595756,-0.025135269,0.979916558,-0.018981844,0.96073928,0.009616578,0.987930002
8336,XM_037957631.1,-0.264514944,0.991536412,-0.199567721,0.973345981,-0.38381395,0.846252244,-0.18091332,0.955707928
8337,XM_037957632.1,-0.191200758,0.981212108,0.964279244,0.705726368,0.320004658,0.820469191,-0.630313185,0.798926068
8338,XM_037957633.1,0.080569245,0.998595756,-0.523751638,0.705726368,-0.201970421,0.77680842,0.324694619,0.798926068
8339,XM_037957634.1,0.119259299,0.998595756,-0.820110959,0.705726368,-0.301761825,0.814558092,0.546738439,0.798926068
8340,XM_037957635.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8341,XM_037957636.1,0.007586518,0.998595756,0.428761371,0.78681227,0.215382701,0.794276656,-0.200175734,0.840568204
8342,XM_037957637.1,0.244666743,0.963867532,0.337519044,0.901094402,0.412970616,0.800131983,0.10721841,0.798926068
8343,XM_037957638.1,0.281111009,0.97884941,0.389046015,0.935637385,0.479069255,0.771120203,0.10257326,0.967873862
8344,XM_037957639.1,-0.134817838,0.966740793,-0.45744426,0.705726368,-0.359316609,0.705704219,0.10721841,0.798926068
8345,XM_037957640.1,-0.022518099,0.998595756,-1.666288098,0.705726368,-0.807469292,0.705704219,0.845254235,0.798926068
8346,XM_037957641.1,-0.370706558,0.963854635,-1.67500233,0.705726368,-1.129248303,0.579550841,0.531810395,0.798926068
8347,XM_037957642.1,-0.30330259,0.899210603,-0.191913504,0.944574725,-0.39253235,0.654683834,-0.184066391,0.909599013
8348,XM_037957643.1,-0.03957023,0.998595756,-0.155594178,0.976907739,-0.132720255,0.9511003,0.020119468,0.995327129
8349,XM_037957644.1,0.303054989,0.959237349,0.265677818,0.943267859,0.439601309,0.729764729,0.206579718,0.891976189
8350,XM_037957645.1,-0.008848435,0.998595756,-0.687541587,0.784779705,-0.404807814,0.753962306,0.270448431,0.86455282
8351,XM_037957646.1,-0.070392203,0.919820866,-0.079498837,0.890970943,-0.109701171,0.705704219,-0.027059534,0.951964941
8352,XM_037957647.1,0.117421664,0.998595756,-0.265145785,0.971480895,0.000849063,0.999792078,0.2611756,0.946408559
8353,XM_037957648.1,-0.114420221,0.992652728,0.629111145,0.705726368,0.169591364,0.860363066,-0.463302247,0.798926068
8354,XM_037957649.1,0.023895761,0.998595756,-0.150153694,0.958089772,-0.039105761,0.969682145,0.083524814,0.961452802
8355,XM_037957650.1,-0.049370169,0.97884941,0.15632047,0.734322325,0.021724164,0.915148216,-0.136573094,0.798926068
8356,XM_037957651.1,0.31846892,0.917208154,-0.344856029,0.890836231,0.163947525,0.905204126,0.491325333,0.798926068
8357,XM_037957652.1,-0.08276547,0.998595756,0.131366601,0.965009794,-0.023208459,0.984235117,-0.137724441,0.926253018
8358,XM_037957653.1,0.523392179,0.830274041,0.064298537,0.984045998,0.556114397,0.705704219,0.502831936,0.798926068
8359,XM_037957654.1,-0.070495864,0.97884941,-0.044648239,0.968095091,-0.092763199,0.705704219,-0.037773681,0.961526546
8360,XM_037957655.1,0.38829283,0.917208154,-0.456493664,0.881298145,0.091911155,0.956337086,0.577991791,0.798926068
8361,XM_037957656.1,0.140109698,0.998595756,0.309515664,0.943267859,0.304532938,0.846878895,0.006518268,0.997979433
8362,XM_037957657.1,0.1180262,0.998595756,-0.001370632,0.999650172,0.118870637,0.934077318,0.119330574,0.921394314
8363,XM_037957658.1,-0.448131124,0.798698578,0.223872763,0.926720333,-0.342466024,0.705704219,-0.553014187,0.798926068
8364,XM_037957659.1,-0.209857106,0.849376003,-0.742160378,0.616871649,-0.57755644,0.345045901,0.157140219,0.798926068
8365,XM_037957660.1,0.166353546,0.880982412,-0.09363705,0.946274969,0.127174237,0.705704219,0.229074244,0.798926068
8366,XM_037957661.1,0.029856047,0.998595756,-0.261863951,0.945853249,-0.095334352,0.946373888,0.159548951,0.928632869
8367,XM_037957662.1,0.092659746,0.919820866,0.076032851,0.931063904,0.12796708,0.705704219,0.051599085,0.91313101
8368,XM_037957663.1,-1.007904694,0.84793217,-0.835790865,0.886349101,-1.486902675,0.700516921,-0.629330758,0.818584624
8369,XM_037957664.1,-0.199692881,0.896326996,-0.935750465,0.540112758,-0.651482278,0.31179763,0.282383582,0.798926068
8370,XM_037957665.1,-0.170694357,0.998595756,-0.346624395,0.92785037,-0.358305036,0.794633489,0.004351742,0.99886078
8371,XM_037957666.1,-0.267762648,0.97635034,-0.411636402,0.900576075,-0.490231809,0.706940654,-0.058409728,0.976844263
8372,XM_037957667.1,0.183157487,0.890705743,0.166747247,0.89625667,0.267642587,0.705704219,0.10721841,0.798926068
8373,XM_037957668.1,-0.076904535,0.998595756,-0.256071736,0.945822002,-0.208541356,0.860405036,0.061280161,0.977165942
8374,XM_037957669.1,-0.004962639,0.998595756,0.099720084,0.93921386,0.040803501,0.934077318,-0.05409869,0.945029724
8375,XM_037957670.1,-0.155558564,0.90377475,-0.747741821,0.492912852,-0.536933638,0.378107498,0.21232868,0.798926068
8376,XM_037957671.1,-0.119950255,0.944081559,-0.831922873,0.482111315,-0.535502987,0.234521712,0.295241314,0.798926068
8377,XM_037957672.1,-0.553002085,0.827177471,0.397708365,0.893308738,-0.366748023,0.705704219,-0.769150939,0.798926068
8378,XM_037957673.1,-0.197070493,0.828120652,-0.739635443,0.482111315,-0.569259321,0.117784037,0.17147064,0.798926068
8379,XM_037957674.1,-0.149098106,0.917208154,-0.801117468,0.482111315,-0.551679628,0.20297988,0.25036725,0.798926068
8380,XM_037957675.1,-0.270147528,0.96445584,0.648675991,0.765823621,0.066843795,0.952316269,-0.585625081,0.798926068
8381,XM_037957676.1,0.080325737,0.987309813,0.463007073,0.705726368,0.270627615,0.488165682,-0.185636986,0.819669164
8382,XM_037957677.1,0.573896916,0.963867532,0.834843474,0.889063073,0.968821983,0.705704219,0.130520215,0.97248888
8383,XM_037957678.1,0.020927264,0.998595756,-0.31438919,0.96310337,-0.137588157,0.961330859,0.16727167,0.961526546
8384,XM_037957679.1,0.026181925,0.998595756,0.168220833,0.892352965,0.106670093,0.842532858,-0.062470503,0.938722326
8385,XM_037957680.1,0.016088321,0.997468029,0.133664686,0.705726368,0.08012837,0.562846965,-0.050845696,0.798926068
8386,XM_037957681.1,-0.513418851,0.958364855,-0.809176261,0.865523239,-0.82423915,0.705704219,-0.02506633,0.99547254
8387,XM_037957682.1,0.659950755,0.778481566,-0.30982502,0.928970961,0.512801111,0.705704219,0.830686178,0.798926068
8388,XM_037957683.1,-0.102812424,0.998595756,0.780349817,0.705726368,0.184704509,0.716569509,-0.589799449,0.798926068
8389,XM_037957684.1,0.283233566,0.963867532,-0.273250443,0.941442338,0.177166531,0.822335707,0.449591804,0.817862522
8390,XM_037957685.1,0.749024591,0.799284116,0.57425473,0.883399341,0.915605034,0.485100623,0.335498359,0.916298153
8391,XM_037957686.1,-0.051147493,0.998595756,-1.354517917,0.705726368,-0.818004616,0.723002418,0.562634333,0.798926068
8392,XM_037957687.1,0.255021545,0.997468029,-0.582835415,0.913057939,0.03095734,0.987821958,0.61317127,0.804132338
8393,XM_037957688.1,0.440164606,0.754290378,0.127572319,0.950097308,0.490455524,0.561073093,0.364870429,0.798926068
8394,XM_037957689.1,-0.032606738,0.998595756,0.567500178,0.705726368,0.237033688,0.739783195,-0.311597921,0.798926068
8395,XM_037957690.1,-0.115815222,0.998595756,-0.705693987,0.763382865,-0.423177289,0.707292319,0.277502471,0.871811886
8396,XM_037957691.1,0.224291946,0.773988439,0.050264063,0.966621069,0.239697569,0.705704219,0.194780827,0.798926068
8397,XM_037957692.1,-0.092360999,0.917208154,0.038426,0.964895866,-0.076138697,0.756118552,-0.111731936,0.798926068
8398,XM_037957693.1,-0.202507543,0.989581167,0.303052621,0.94437642,-0.062606945,0.970589179,-0.374069355,0.798926068
8399,XM_037957694.1,0.196448669,0.948807665,0.335958473,0.837606824,0.357867916,0.705704219,0.018603715,0.988614667
8400,XM_037957695.1,-0.097521537,0.827177471,0.097168352,0.832311338,-0.05095536,0.780364226,-0.146580263,0.798926068
8401,XM_037957696.1,-0.019642628,0.998595756,-0.077923176,0.950097308,-0.054504562,0.880319635,0.022928666,0.97868931
8402,XM_037957697.1,-0.073904699,0.986955479,0.091634112,0.950585258,-0.033148016,0.939290519,-0.128305904,0.869251322
8403,XM_037957698.1,-0.223579468,0.97884941,-0.196197037,0.956682975,-0.334233267,0.799772749,-0.129564903,0.934677219
8404,XM_037957699.1,-0.106771226,0.998595756,0.317518608,0.923790705,0.040506034,0.969738708,-0.277987493,0.871221283
8405,XM_037957700.1,-0.129896676,0.958706533,-0.065675833,0.965009794,-0.162680432,0.741616395,-0.094339958,0.885607242
8406,XM_037957701.1,0.009283278,0.998595756,0.194408374,0.705726368,0.100178646,0.705704219,-0.09111112,0.798926068
8407,XM_037957702.1,-0.028586273,0.998595756,-1.265636119,0.705726368,-0.68980907,0.701915516,0.598867795,0.798926068
8408,XM_037957703.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8409,XM_037957704.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8410,XM_037957705.1,0.381369839,0.919820866,0.591206291,0.826827215,0.667849033,0.641675468,0.079904197,0.975401398
8411,XM_037957706.1,0.213887841,0.919820866,-0.57645776,0.705726368,-0.077117451,0.934077318,0.512860306,0.798926068
8412,XM_037957707.1,-0.228050464,0.979813726,0.822509295,0.744342313,0.173325616,0.932032048,-0.660552159,0.798926068
8413,XM_037957708.1,-0.364642856,0.878797948,-0.93939087,0.705726368,-0.855706845,0.503159215,0.103193839,0.943580051
8414,XM_037957709.1,-0.009147462,0.998595756,-0.727842544,0.705726368,-0.356755496,0.705704219,0.377559232,0.798926068
8415,XM_037957710.1,0.088549791,0.998595756,-1.206328853,0.705726368,-0.49438847,0.341795193,0.711931097,0.798926068
8416,XM_037957711.1,-0.504459557,0.97884941,-0.796007547,0.915220689,-0.800976074,0.705704219,0.047497371,0.993778839
8417,XM_037957712.1,0.611907388,0.839558863,-0.681420726,0.822889087,0.364655837,0.705704219,1.036740937,0.798926068
8418,XM_037957713.1,0.142523381,0.998595756,-0.949286026,0.705726368,-0.1489232,0.912890112,0.807573022,0.798926068
8419,XM_037957714.1,-0.409109756,0.980238639,-0.444197129,0.956682975,-0.555253622,0.835567035,-0.14406452,0.975401398
8420,XM_037957715.1,0.172220964,0.928352463,-0.024116601,0.988827182,0.161018366,0.711519384,0.193723612,0.826303123
8421,XM_037957716.1,0.499908043,0.799284116,0.239143247,0.934014569,0.614158581,0.641675468,0.382490016,0.798926068
8422,XM_037957717.1,-0.27132513,0.763392162,0.335483858,0.705726368,-0.117490685,0.794633489,-0.454401572,0.798926068
8423,XM_037957718.1,2.375663761,0.763392162,3.25154333,0.705726368,4.249922062,0.400982563,1.002139421,0.817857427
8424,XM_037957719.1,-0.026409964,0.998595756,0.578356205,0.854218758,0.201034219,0.829878592,-0.370997465,0.876480414
8425,XM_037957720.1,-0.248082864,0.975557343,-0.61364015,0.776095759,-0.571779005,0.705704219,0.025553594,0.984969802
8426,XM_037957721.1,-0.209017752,0.865493166,0.166138038,0.904777049,-0.126142411,0.728698236,-0.295349392,0.798926068
8427,XM_037957722.1,0.713681056,0.938149289,3.513591986,0.666159773,2.700048132,0.378107498,-0.812992357,0.798926068
8428,XM_037957723.1,-0.125136319,0.876207079,-0.080411162,0.934014569,-0.163395083,0.705704219,-0.085157395,0.849524265
8429,XM_037957724.1,-0.071184504,0.982276011,0.718192711,0.562093953,0.275239075,0.602910918,-0.447318908,0.798926068
8430,XM_037957725.1,-0.022121639,0.991083093,-0.077925593,0.80840492,-0.060678147,0.705704219,0.019915445,0.946694438
8431,XM_037957726.1,-0.027016181,0.998595756,-0.064112732,0.930473702,-0.057948472,0.736700345,0.008619076,0.986596697
8432,XM_037957727.1,0.00436253,0.998595756,-0.008774559,0.992456154,-0.000920851,0.997651372,0.009671629,0.987576266
8433,XM_037957728.1,-0.001640374,0.998595756,-0.007699985,0.994856379,-0.006497349,0.987579629,0.001088642,0.998939974
8434,XM_037957729.1,0.020027471,0.998595756,-0.249327733,0.705726368,-0.094629707,0.705704219,0.156743613,0.798926068
8435,XM_037957730.1,0.046711149,0.989633082,-0.018790672,0.982635266,0.03489697,0.90778814,0.056522557,0.924452207
8436,XM_037957731.1,1.935765867,0.76897502,1.879918704,0.791017788,2.637369704,0.628037955,0.759252722,0.863477353
8437,XM_037957732.1,0.826567105,0.940472152,3.143730935,0.705726368,2.479788643,0.620134572,-0.654089442,0.822920465
8438,XM_037957733.1,1.147461642,0.820527492,-0.52537055,0.943016849,0.898413757,0.727522425,1.398141226,0.798926068
8439,XM_037957734.1,0.160456096,0.88997336,-0.086651502,0.949781162,0.118766712,0.705704219,0.21434071,0.798926068
8440,XM_037957735.1,-1.137365358,0.906587991,2.261602467,0.705726368,-0.142336332,0.97043174,-2.344052147,0.798926068
8441,XM_037957736.1,-0.027222915,0.998595756,0.079081479,0.926548258,0.01049193,0.969884803,-0.070961786,0.878153821
8442,XM_037957737.1,-0.091940056,0.998595756,0.194840146,0.936982947,-0.0068312,0.995850709,-0.169450032,0.849915345
8443,XM_037957738.1,-0.1599555,0.998595756,0.847286597,0.72542121,0.301868696,0.814755542,-0.551082644,0.798926068
8444,XM_037957739.1,0.043523396,0.998595756,0.18711399,0.956756814,0.153623875,0.932032048,-0.032667817,0.984676514
8445,XM_037957740.1,-0.016261297,0.998595756,0.532933792,0.682953725,0.209696087,0.675968385,-0.321499976,0.798926068
8446,XM_037957741.1,0.132986863,0.884289421,-0.021993209,0.98215801,0.121120211,0.705704219,0.146540254,0.798926068
8447,XM_037957742.1,0.292161766,0.754290378,-0.121462392,0.920320475,0.230064922,0.705704219,0.356163654,0.798926068
8448,XM_037957743.1,-0.579549021,0.799284116,0.77054466,0.705726368,-0.203326009,0.883533305,-0.974710831,0.798926068
8449,XM_037957744.1,-0.036100059,0.998595756,0.324754937,0.705726368,0.133515993,0.705704219,-0.188125172,0.798926068
8450,XM_037957745.1,-0.011630777,0.998595756,0.124327958,0.882831152,0.053072371,0.852765987,-0.068726005,0.901706686
8451,XM_037957746.1,-0.046990846,0.97884941,-0.267230845,0.705726368,-0.180363442,0.525312033,0.089101858,0.798926068
8452,XM_037957747.1,-0.280303951,0.959116236,1.125997702,0.705726368,0.188672626,0.705704219,-0.93588797,0.798926068
8453,XM_037957748.1,-0.077213967,0.998595756,-0.755927618,0.705726368,-0.433703393,0.641675468,0.319603493,0.798926068
8454,XM_037957749.1,0.088037053,0.979076557,-0.063980951,0.967739227,0.055534325,0.904466894,0.118226037,0.889062639
8455,XM_037957750.1,0.122316047,0.972095196,-0.332755194,0.733452279,-0.033511228,0.946614864,0.299509912,0.798926068
8456,XM_037957751.1,0.016173222,0.998595756,0.151638744,0.888638009,0.085668223,0.762560951,-0.071893012,0.930566235
8457,XM_037957752.1,-0.149969236,0.830235556,-0.224675509,0.705726368,-0.258169279,0.503079405,-0.035949375,0.95231805
8458,XM_037957753.1,0.837081326,0.897183788,2.080585881,0.705726368,1.866311554,0.566820202,-0.177568651,0.962527102
8459,XM_037957754.1,-0.028100196,0.998595756,0.435637836,0.705726368,0.172336732,0.773045404,-0.261343524,0.798926068
8460,XM_037957755.1,0.104077275,0.963867532,-0.286046177,0.705726368,-0.020550301,0.958864964,0.271935285,0.798926068
8461,XM_037957756.1,0.358339972,0.915721504,0.482522664,0.846345412,0.576571035,0.705704219,0.101878861,0.931306617
8462,XM_037957757.1,-0.077765299,0.97884941,-0.095889057,0.934411168,-0.126914459,0.705704219,-0.026402605,0.969272523
8463,XM_037957758.1,-0.576609965,0.950354608,-2.54378708,0.705726368,-2.075424416,0.451069936,0.468794816,0.861624967
8464,XM_037957759.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8465,XM_037957760.1,-0.060714123,0.97884941,-0.065095593,0.950097308,-0.092763199,0.705704219,-0.020029146,0.97868931
8466,XM_037957761.1,-0.139996511,0.880982412,-0.115305059,0.906598399,-0.191349782,0.705704219,-0.074483594,0.894922388
8467,XM_037957762.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8468,XM_037957763.1,-0.032314422,0.998595756,0.318889741,0.793470966,0.101631134,0.89186982,-0.212147858,0.798926068
8469,XM_037957764.1,0.186740133,0.939838355,0.411296704,0.733976602,0.344389278,0.705704219,-0.073113373,0.948298711
8470,XM_037957765.1,0.006392033,0.998595756,0.710851711,0.705726368,0.279449782,0.705704219,-0.434352117,0.798926068
8471,XM_037957766.1,0.136047795,0.975557343,0.754979361,0.705726368,0.493814314,0.558768041,-0.260838245,0.798926068
8472,XM_037957767.1,0.159601935,0.97884941,-0.056640625,0.980927219,0.134205069,0.817882732,0.208313255,0.873349352
8473,XM_037957768.1,0.688183686,0.773988439,-0.502038119,0.856722383,0.458638597,0.705704219,0.967095199,0.798926068
8474,XM_037957769.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8475,XM_037957770.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8476,XM_037957771.1,0.057882735,0.998595756,0.419722611,0.833989479,0.235196723,0.814755542,-0.174435108,0.885119563
8477,XM_037957772.1,-0.053994292,0.998595756,0.24792586,0.834136929,0.076141397,0.932032048,-0.177200213,0.798926068
8478,XM_037957773.1,0.019496023,0.992652728,0.075113589,0.784621184,0.054551014,0.705704219,-0.018306041,0.950733007
8479,XM_037957774.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8480,XM_037957775.1,-0.116259592,0.998595756,0.055053307,0.986650502,-0.096751755,0.93964434,-0.13188916,0.945029724
8481,XM_037957776.1,-0.071709,0.97884941,-0.041437978,0.971480895,-0.092763199,0.705704219,-0.037807239,0.962527102
8482,XM_037957777.1,0.085704582,0.998595756,0.219092215,0.92137023,0.1755806,0.842057434,-0.04073385,0.975401398
8483,XM_037957778.1,0.034128942,0.97884941,-0.115123907,0.705726368,-0.021927316,0.913689266,0.09638739,0.798926068
8484,XM_037957779.1,-0.054154526,0.998595756,0.089271634,0.953710606,-0.021799174,0.961588262,-0.106667585,0.90096506
8485,XM_037957780.1,-0.048749857,0.979076557,0.135648456,0.833631497,0.015708064,0.952046598,-0.121374539,0.798926068
8486,XM_037957781.1,0.08515678,0.867924283,-0.240739201,0.705726368,-0.030766182,0.872468293,0.214618113,0.798926068
8487,XM_037957782.1,0.108441638,0.915986266,-0.240522661,0.705726368,-0.008193061,0.961413166,0.237466416,0.798926068
8488,XM_037957783.1,0.176515338,0.880982412,0.026846568,0.983443031,0.18871589,0.674287192,0.166437287,0.818584624
8489,XM_037957784.1,-0.486152144,0.989581167,0.033020273,0.996899336,-0.473256745,0.915038904,-0.504769732,0.91515713
8490,XM_037957785.1,0.299699281,0.998595756,1.32342077,0.882527719,1.010648926,0.773966439,-0.312607232,0.961452802
8491,XM_037957786.1,-0.020361886,0.998595756,0.038186575,0.955222041,-0.001090847,0.996411898,-0.035096081,0.930486141
8492,XM_037957787.1,-0.296062056,0.901762219,0.258291688,0.91178899,-0.161244949,0.863879548,-0.416028767,0.798926068
8493,XM_037957788.1,0.008867106,0.998595756,0.023818061,0.995902864,0.011654285,0.994882685,-0.000371708,0.999770709
8494,XM_037957789.1,0.033199911,0.998595756,1.692161056,0.705726368,0.783682052,0.705704219,-0.903160577,0.798926068
8495,XM_037957790.1,0.216224009,0.97884941,1.114648458,0.705726368,0.761553249,0.662371118,-0.332409811,0.849839519
8496,XM_037957791.1,-0.117022708,0.822935593,-0.042549553,0.955358,-0.138831462,0.488165682,-0.094646388,0.798926068
8497,XM_037957792.1,-0.205895905,0.833943027,-0.245963126,0.790048568,-0.334539111,0.610982518,-0.076171127,0.921569483
8498,XM_037957793.1,0.000691851,0.998595756,-0.191464493,0.705726368,-0.092763199,0.705704219,0.10721841,0.798926068
8499,XM_037957794.1,0.244710676,0.919820866,0.272903778,0.892086011,0.383472307,0.705704219,0.1210386,0.889062639
8500,XM_037957795.1,-0.040566183,0.979076557,-0.116098069,0.81722605,-0.097708717,0.705704219,0.021663425,0.958222023
8501,XM_037957796.1,-0.178434996,0.998595756,-0.523588104,0.930883247,-0.531696822,0.705704219,0.021399242,0.995502828
8502,XM_037957797.1,0.009746184,0.998595756,-0.616829039,0.705726368,-0.267450847,0.705704219,0.353260161,0.798926068
8503,XM_037957798.1,-0.15402644,0.939715937,-0.331578178,0.733976444,-0.312750234,0.705704219,0.015786974,0.985050325
8504,XM_037957799.1,-0.124963232,0.981272319,-0.231744843,0.920777602,-0.209648312,0.733146591,0.031342942,0.985638492
8505,XM_037957800.1,-0.076876637,0.985623658,0.254265225,0.800971641,0.041342907,0.934077318,-0.191659888,0.798926068
8506,XM_037957801.1,-0.106768987,0.97884941,-0.468509939,0.705726368,-0.325012749,0.567040475,0.147587236,0.854705818
8507,XM_037957802.1,0.482242787,0.827177471,0.61863716,0.751021595,0.823161121,0.579550841,0.21223327,0.878153821
8508,XM_037957803.1,-0.076482542,0.991522478,0.226699576,0.856501408,0.018418805,0.955645549,-0.215813053,0.800821053
8509,XM_037957804.1,0.184003432,0.84802064,-0.289136969,0.705726368,0.046318023,0.912549965,0.338415199,0.798926068
8510,XM_037957805.1,-0.047510877,0.998595756,0.39459746,0.892086011,0.143634186,0.908118824,-0.253609418,0.889062639
8511,XM_037957806.1,0.527002399,0.822935593,0.279595304,0.934014569,0.639850789,0.705704219,0.358721739,0.798926068
8512,XM_037957807.1,0.160756434,0.918222487,0.122949612,0.936982947,0.205293374,0.751508259,0.10721841,0.798926068
8513,XM_037957808.1,0.775000594,0.826668784,0.129924818,0.979916558,0.857402627,0.705704219,0.701558815,0.798926068
8514,XM_037957809.1,0.153008819,0.879088673,0.036731136,0.974877961,0.171011622,0.705704219,0.137670427,0.799767832
8515,XM_037957810.1,0.062223296,0.998595756,0.06202597,0.993058921,0.110907863,0.969866307,0.056896672,0.987228971
8516,XM_037957811.1,0.021195771,0.998595756,0.032368533,0.97533801,0.037189288,0.934077318,0.006259659,0.992603003
8517,XM_037957812.1,-0.049672718,0.998595756,0.142681868,0.940925159,0.011581862,0.983999104,-0.121272883,0.906704637
8518,XM_037957813.1,-0.102582749,0.948267932,-0.055156372,0.961160303,-0.13076803,0.705704219,-0.082112606,0.889062639
8519,XM_037957814.1,0.574848636,0.836065657,-1.78542299,0.701310454,-0.328159346,0.82466783,1.449758618,0.644187432
8520,XM_037957815.1,-0.040111816,0.998595756,0.057750619,0.950701415,-0.013927547,0.959954829,-0.066401297,0.901220369
8521,XM_037957816.1,-0.063282372,0.97884941,0.182921357,0.775765547,0.015641588,0.962029059,-0.168811371,0.798926068
8522,XM_037957817.1,-0.288076222,0.966740793,0.57482072,0.834574856,0.010684964,0.995850709,-0.562402979,0.798926068
8523,XM_037957818.1,0.056049409,0.97884941,-0.103256466,0.871922449,0.006371388,0.972280296,0.116464976,0.798926068
8524,XM_037957819.1,-0.238811154,0.75708309,-0.004793425,0.99671587,-0.244482149,0.476661824,-0.24171915,0.798926068
8525,XM_037957820.1,-0.033964126,0.998595756,-0.254843031,0.70792425,-0.146729148,0.705704219,0.104541657,0.87569847
8526,XM_037957821.1,0.202279532,0.97884941,0.257599107,0.936982947,0.318508813,0.828572582,0.07802461,0.944274253
8527,XM_037957822.1,-0.006014142,0.998595756,0.320839883,0.705726368,0.145721477,0.625303555,-0.172337913,0.798926068
8528,XM_037957823.1,-0.044932992,0.998595756,-0.147128762,0.952893923,-0.10354427,0.912761324,0.035678711,0.979852704
8529,XM_037957824.1,-0.169879768,0.97884941,0.737198126,0.705726368,0.172121882,0.880319635,-0.546889156,0.798926068
8530,XM_037957825.1,-0.274780165,0.906587991,-0.30517916,0.880224801,-0.411087769,0.705704219,-0.10017142,0.94793466
8531,XM_037957826.1,-0.160164043,0.732856503,0.289432674,0.69913129,-0.016016372,0.932138718,-0.306555425,0.645543941
8532,XM_037957827.1,1.236120574,0.847330579,0.780892851,0.935068515,1.457615294,0.705704219,0.699941895,0.878595223
8533,XM_037957828.1,-0.000130572,0.999875252,0.151756401,0.943649358,0.063044871,0.932138718,-0.07819985,0.953721867
